Date;Match ID;League;country;Time;Status;Diff_Prob;OddAsianOverGoals_FT;AsianOverGoals_FT;OddAsianUnderGoals_FT;AsianUnderGoals_FT;corners_home;corners_away;corners_FT;corners_home_HT;corners_away_HT;Corners_HT;attack_FT;dangerous_attack_FT;possession_FT;Home;Home Pos;Home Red Cards;Home Yellow Cards;Odd_H_FT;Goals_H_HT;Goals_H_FT;Score;Odd_D_FT;Away;Away Pos;Away Red Cards;Away Yellow Cards;Odd_A_FT;Goals_A_HT;Goals_A_FT;Handicap;Corners (FT);Corners (HT);Total Goals Line (FT);Total Goals Line (HT);Dangerous Attacks (FT);Dangerous Attacks (HT);half_dangerous_attack_away;half_dangerous_attack_home;half_possession_away;half_possession_home;half_shoot_off_target_away;half_shoot_off_target_home;half_shoot_on_target_away;half_shoot_on_target_home;odds_lose_odds;odds_win_odds;odds_draw_odds;handicap_goal_over_line;handicap_goal_over_odds;handicap_goal_under_odds;handicap_goal_under_line;attack_away;attack_home;dangerous_attack_away;dangerous_attack_home;possession_away;possession_home;shoot_off_target_away;shoot_off_target_home;shoot_on_target_away;shoot_on_target_home;GoalMinutes;goal_minutes_real;goal_periods;is_extra_time;goal_scorers;goal_diff_before_list;goal_diff_after_list;period_result_before_list;period_result_after_list;pct_time_drawing;pct_time_home_winning;pct_time_away_winning;pct_time_drawing_HT;pct_time_home_winning_HT;pct_time_away_winning_HT;api_H_id;api_A_id;api_H_name;api_A_name;odd_yes_abertura;odd_yes_fechamento;category
2026-05-07;194100316;Georgia Liga 3;Georgia;09:00;Schedule;-0.12836438923395443;1.95;2.5, 3.0;1.85;2.5, 3.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;FC Iberia 2010;;0.0;0.0;2.875;0;0.0;0 - 0;3.5;FC Margveti 2006;;0.0;0.0;2.1;0;0.0;+0.25;0 - 0;0-0;2.75;1.0;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;;;
2026-05-07;194107530;Malaysia President Cup;Malaysia;09:30;Schedule;0.7915573053368329;1.825;3.0;1.975;3.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Johor Darul Ta'zim III U20;;0.0;0.0;1.143;0;0.0;0 - 0;8.0;Penang U20;;0.0;0.0;12.0;0;0.0;-2.25;0 - 0;0-0;3.0;1.5;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;;;Youth
2026-05-07;194131884;Brazil Campeonato Paulista A2;Brazil;10:00;Schedule;-0.02721088435374147;1.825;2.0;1.975;2.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Juventus SP;;0.0;0.0;2.625;0;0.0;0 - 0;2.8;Ferroviaria;;0.0;0.0;2.45;0;0.0;0.0;0 - 0;0-0;2.0;0.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;35285.0;;ferroviaria araraquara sp;;;
2026-05-07;194100312;Georgia Liga 3;Georgia;10:00;Schedule;0.1774193548387097;2.0;2.5, 3.0;1.8;2.5, 3.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;FC Iberia 1999 II;;0.0;0.0;2.0;0;0.0;0 - 0;3.4;FC Merani Tbilisi;;0.0;0.0;3.1;0;0.0;-0.25;0 - 0;0-0;2.75;1.0;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;;;Youth
2026-05-07;194146479;Argentina Nacional Reserve League;Argentina;10:00;Schedule;0.31165311653116534;1.775;2.0;2.025;2.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;CD Moron Reserves;;0.0;0.0;1.8;0;0.0;0 - 0;3.4;Acassuso Reserves;;0.0;0.0;4.1;0;0.0;-0.5;0 - 0;0-0;2.0;0.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;;;Youth
2026-05-07;194098817;Argentina Reserve League;Argentina;10:00;Schedule;0.6263736263736264;2.0;3.0;1.8;3.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Villa San Carlos Reserves;;0.0;0.0;1.3;0;0.0;0 - 0;4.75;Sportivo Italiano Reserves;;0.0;0.0;7.0;0;0.0;-1.5;0 - 0;0-0;3.0;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;;;Youth
2026-05-07;194046759;Rwanda National League;Rwanda;10:00;Schedule;0.5218295218295218;2.0;2.0, 2.5;1.8;2.0, 2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Al Merreikh;;0.0;0.0;1.48;0;0.0;0 - 0;3.5;Etincelles;;0.0;0.0;6.5;0;0.0;-1.0;0 - 0;0-0;2.25;0.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;;;
2026-05-07;194151556;Zanzibar FA Cup;Tanzania;10:15;Schedule;0.193687230989957;1.925;2.0;1.875;2.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Mlandege FC;;0.0;0.0;2.05;0;0.0;0 - 0;3.0;KMKM;;0.0;0.0;3.4;0;0.0;-0.25;0 - 0;0-0;2.0;0.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;;;
2026-05-07;194143584;Iraq Premier League;Iraq;10:30;Schedule;0.2222222222222222;1.9;2.0;1.9;2.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Al-Jaish SC;;0.0;0.0;2.0;0;0.0;0 - 0;3.0;Al-Hashd Al-Shaabi SC;;0.0;0.0;3.6;0;0.0;-0.25;0 - 0;0-0;2.0;0.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;;;
2026-05-07;194210641;Iraq Premier League;Iraq;10:30;Schedule;0.15261627906976744;1.85;2.0;1.95;2.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Al Jolan SC;;0.0;0.0;2.15;0;0.0;0 - 0;3.0;Al-Hudood SC;;0.0;0.0;3.2;0;0.0;-0.25;0 - 0;0-0;2.0;0.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;;;
2026-05-07;194143587;Iraq Premier League;Iraq;10:30;Schedule;0.25716780164134795;1.9;2.0;1.9;2.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Kadhimiya SC;;0.0;0.0;1.909;0;0.0;0 - 0;3.1;Naft Al-Wasat;;0.0;0.0;3.75;0;0.0;-0.5;0 - 0;0-0;2.0;0.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;;;Women
2026-05-07;194150336;Israel Division 1 Women;Israel;10:50;Schedule;-0.5324675324675325;2.0;3.5;1.8;3.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;ASA Tel Aviv Women;;0.0;0.0;5.5;0;0.0;0 - 0;4.5;Hapoel Katamon Jerusalem (W);;0.0;0.0;1.4;0;0.0;+1.25;0 - 0;0-0;3.5;1.5;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;;;Women
2026-05-07;194111241;Israel Division 1 Women;Israel;10:50;Schedule;-0.6849972722313148;1.9;4.0;1.9;4.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Maccabi Ashdod (W);;0.0;0.0;7.5;0;0.0;0 - 0;6.25;Maccabi Kishronot Hadera (W);;0.0;0.0;1.222;0;0.0;+2.0;0 - 0;0-0;4.0;1.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;;;Women
2026-05-07;194150338;Israel Division 1 Women;Israel;10:50;Schedule;0.9085081585081585;1.95;4.5;1.85;4.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Kiryat Gat SC (W);;0.0;0.0;1.056;0;0.0;0 - 0;12.0;Maccabi Holon (W);;0.0;0.0;26.0;0;0.0;-3.25;0 - 0;0-0;4.5;2.0;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;;;Women
2026-05-07;194146599;Albania First Division;Albania;11:00;Schedule;0.19696969696969696;2.0;2.5;1.8;2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;KF Iliria Fushe-Kruje;;0.0;0.0;2.0;0;0.0;0 - 0;3.2;KS Besa Kevaje;;0.0;0.0;3.3;0;0.0;-0.5;0 - 0;0-0;2.5;1.0;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;;;
2026-05-07;194143647;Israel Youth League;Israel;11:00;Schedule;0.504225352112676;1.975;3.5;1.825;3.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Maccabi Netanya U19;;0.0;0.0;1.42;0;0.0;0 - 0;4.75;Beitar Jerusalem U19;;0.0;0.0;5.0;0;0.0;-1.25;0 - 0;0-0;3.5;1.5;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;5395.0;5204.0;maccabi netanya fc;beitar jerusalem fc;;;Youth
2026-05-07;194112202;Argentina Reserve League;Argentina;11:00;Schedule;0.5324675324675325;1.85;3.0;1.95;3.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Yupanqui Reserves;;0.0;0.0;1.4;0;0.0;0 - 0;4.5;Sacachispas Reserves;;0.0;0.0;5.5;0;0.0;-1.25;0 - 0;0-0;3.0;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;;;Youth
2026-05-07;194107489;Jordan League;Jordan;11:00;Schedule;0.024509803921568596;1.95;2.5;1.85;2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Al-Jazeera;;0.0;0.0;2.4;0;0.0;0 - 0;3.25;Al Salt;;0.0;0.0;2.55;0;0.0;0.0;0 - 0;0-0;2.5;1.0;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;54587.0;321509.0;al jazeera club amman;al salt;;;
2026-05-07;194100343;Georgia Liga 3;Georgia;11:00;Schedule;-0.5403726708074534;1.9;3.0, 3.5;1.9;3.0, 3.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Dinamo Tbilisi II;;0.0;0.0;5.75;0;0.0;0 - 0;4.333;FC Orbi;;0.0;0.0;1.4;0;0.0;+1.25;0 - 0;0-0;3.25;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;;;Youth
2026-05-07;194100801;Egypt Division 1;Egypt;11:00;Schedule;0.1552616446233468;2.0;1.5, 2.0;1.8;1.5, 2.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Talaea El Geish;14.0;0.0;0.0;2.35;0;0.0;0 - 0;2.625;Ghazl El Mahallah;16.0;0.0;0.0;3.7;0;0.0;-0.25;0 - 0;0-0;1.75;0.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;43561.0;58319.0;talaea el gaish;ghazl el mahallah;;;
2026-05-07;194201006;Albania First Division;Albania;11:00;Schedule;0.75;1.9;3.0;1.9;3.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Pogradeci;;0.0;0.0;1.2;0;0.0;0 - 0;5.5;KS Kastrioti Kruje;;0.0;0.0;12.0;0;0.0;-1.5;0 - 0;0-0;3.0;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;;;
2026-05-07;194146481;Argentina Nacional Reserve League;Argentina;11:00;Schedule;0.20209059233449483;1.825;2.0;1.975;2.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Talleres Remedios Reserves;;0.0;0.0;2.05;0;0.0;0 - 0;3.25;All Boys Reserves;;0.0;0.0;3.5;0;0.0;-0.25;0 - 0;0-0;2.0;0.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;;;Youth
2026-05-07;194111452;UAE Reserve League;UAE;11:05;Schedule;0.05982905982905984;2.0;3.0;1.8;3.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Al Nasr SC U23;;0.0;0.0;2.25;0;0.0;0 - 0;3.5;Shabab Al Ahli Dubai U23;;0.0;0.0;2.6;0;0.0;0.0;0 - 0;0-0;3.0;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;46332.0;370464.0;al-nasr dubai csc;shabab al ahli dubai;;;Youth
2026-05-07;194111448;UAE Reserve League;UAE;11:05;Schedule;0.14297729184188396;1.9;3.0;1.9;3.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Al Wasl SC U23;;0.0;0.0;2.05;0;0.0;0 - 0;3.6;Al Wahda Abu Dhabi U23;;0.0;0.0;2.9;0;0.0;-0.25;0 - 0;0-0;3.0;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;47674.0;342882.0;al wasl fc;al wahda fc (uae);;;Youth
2026-05-07;194111444;UAE Reserve League;UAE;11:05;Schedule;0.2936507936507936;1.85;2.5, 3.0;1.95;2.5, 3.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Al Ain SCC U23;;0.0;0.0;1.75;0;0.0;0 - 0;3.75;Sharjah SCC U23;;0.0;0.0;3.6;0;0.0;-0.5;0 - 0;0-0;2.75;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;37082.0;34060.0;al ain fc;sharjah fc;;;Youth
2026-05-07;194104724;Seychelles Premier League;Seychelles;11:30;Schedule;-0.11904761904761901;1.925;3.0;1.875;3.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Saint Louis Suns United;;0.0;0.0;2.8;0;0.0;0 - 0;3.6;Real Maldive FC;;0.0;0.0;2.1;0;0.0;+0.25;0 - 0;0-0;3.0;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;;;
2026-05-07;194098000;Finland Kolmonen;Finland;12:00;Schedule;-0.16669161116515746;1.825;3.5, 4.0;1.975;3.5, 4.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Töölön Taisto;;0.0;0.0;2.8;0;0.0;0 - 0;4.2;LPS;;0.0;0.0;1.909;0;0.0;+0.5;0 - 0;0-0;3.75;1.5;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;194966.0;;toolon taisto;;;;
2026-05-07;194095012;Algeria Division 1;Algeria;12:00;Schedule;-0.606990622335891;1.9;2.0, 2.5;1.9;2.0, 2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;ES Mostaganem;15.0;0.0;0.0;8.5;0;0.0;0 - 0;3.8;JS Saoura;2.0;0.0;0.0;1.38;0;0.0;+1.25;0 - 0;0-0;2.25;1.0;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;186100.0;79565.0;es mostaganem;js saoura;;;
2026-05-07;194098868;Argentina Reserve League;Argentina;12:00;Schedule;0.6697545159796201;1.8;3.0;2.0;3.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Deportivo Laferrere Reserves;;0.0;0.0;1.27;0;0.0;0 - 0;5.25;CA Brown de Adrogue Reserves;;0.0;0.0;8.5;0;0.0;-1.75;0 - 0;0-0;3.0;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;;;Youth
2026-05-07;194095015;Algeria Division 1;Algeria;12:00;Schedule;-0.1218637992831541;1.775;2.0;2.025;2.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Paradou AC;14.0;0.0;0.0;3.1;0;0.0;0 - 0;2.9;CS Constantine;5.0;0.0;0.0;2.25;0;0.0;+0.25;0 - 0;0-0;2.0;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;238138.0;55393.0;paradou ac;cs constantine;;;
