Date;Match ID;League;country;Time;Status;Diff_Prob;OddAsianOverGoals_FT;AsianOverGoals_FT;OddAsianUnderGoals_FT;AsianUnderGoals_FT;corners_home;corners_away;corners_FT;corners_home_HT;corners_away_HT;Corners_HT;attack_FT;dangerous_attack_FT;possession_FT;Home;Home Pos;Home Red Cards;Home Yellow Cards;Odd_H_FT;Goals_H_HT;Goals_H_FT;Score;Odd_D_FT;Away;Away Pos;Away Red Cards;Away Yellow Cards;Odd_A_FT;Goals_A_HT;Goals_A_FT;Handicap;Corners (FT);Corners (HT);Total Goals Line (FT);Total Goals Line (HT);Dangerous Attacks (FT);Dangerous Attacks (HT);half_dangerous_attack_away;half_dangerous_attack_home;half_possession_away;half_possession_home;half_shoot_off_target_away;half_shoot_off_target_home;half_shoot_on_target_away;half_shoot_on_target_home;odds_lose_odds;odds_win_odds;odds_draw_odds;handicap_goal_over_line;handicap_goal_over_odds;handicap_goal_under_odds;handicap_goal_under_line;attack_away;attack_home;dangerous_attack_away;dangerous_attack_home;possession_away;possession_home;shoot_off_target_away;shoot_off_target_home;shoot_on_target_away;shoot_on_target_home;GoalMinutes;goal_minutes_real;goal_periods;is_extra_time;goal_scorers;goal_diff_before_list;goal_diff_after_list;period_result_before_list;period_result_after_list;pct_time_drawing;pct_time_home_winning;pct_time_away_winning;pct_time_drawing_HT;pct_time_home_winning_HT;pct_time_away_winning_HT
2026-04-27;193606771;Türkiye Womens League;Turkey;07:00;Schedule;0.3123721289326385;1.95;2.5, 3.0;1.85;2.5, 3.0;2.0;4.0;;1.0;4.0;5.0;161.0;79.0;100.0;Fomget GSK (W);;0.0;2.0;1.727;1;1.0;1 - 1;3.7;Besiktas (W);;0.0;0.0;3.75;1;1.0;-0.75 ( 0.0);2 - 4;1-4;2.75 ( 3);1.25;24 - 24;15 - 18;18.0;15.0;45.0;55.0;1.0;0.0;2.0;1.0;;;;;;;;66.0;95.0;37.0;42.0;42.0;58.0;1.0;6.0;3.0;3.0;20' - 1st Goal - Besiktas (W) | 29' - 2nd Goal - Fomget GSK (W) | 90+3' - 3rd Goal - Fomget GSK (W);[20 29 93];[1 1 2];[False False  True];['Besiktas (W)' 'Fomget GSK (W)' 'Fomget GSK (W)'];[ 0 -1  0];[-1  0  1];['D' 'A' 'D'];['A' 'D' 'H'];0.9;0.0;0.1;0.8;0.0;0.2
2026-04-27;193606661;Türkiye Womens League;Turkey;07:00;Schedule;-0.20032051282051289;1.85;2.5;1.95;2.5;1.0;1.0;;0.0;1.0;1.0;181.0;72.0;100.0;Galatasaray (W);;0.0;2.0;3.2;1;1.0;1 - 2;3.4;Fenerbahce (W);;0.0;0.0;1.95;1;2.0;+0.25 (+0.25);1 - 1;0-1;2.5 (3.75);1.25;29 - 15;22 - 8;8.0;22.0;44.0;56.0;0.0;1.0;4.0;1.0;;;;;;;;82.0;99.0;27.0;45.0;42.0;58.0;2.0;1.0;7.0;5.0;19' - 1st Goal - Galatasaray (W) | 41' - 2nd Goal - Fenerbahce (W) | 46' - 3rd Goal - Fenerbahce (W) | 89' - 4th Goal - Galatasaray (W) | 90' - 5th Goal - Galatasaray (W);[19 41 46 89 90];[1 1 2 2 2];[False False False False False];"['Galatasaray (W)' 'Fenerbahce (W)' 'Fenerbahce (W)' 'Galatasaray (W)'
 'Galatasaray (W)']";[ 0  1  0 -1  0];[ 1  0 -1  0  1];['D' 'H' 'D' 'A' 'D'];['H' 'D' 'A' 'D' 'H'];0.28;0.24;0.48;0.51;0.49;0.0
2026-04-27;193658020;India I-League 2nd Division;India;07:30;Schedule;-0.23219814241486064;2.0;2.5;1.8;2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Sudeva Delhi FC;;0.0;0.0;3.4;0;0.0;0 - 0;3.3;FC Bengaluru United;;0.0;0.0;1.9;0;0.0;+0.5;0 - 0;0-0;2.5;1.0;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0
2026-04-27;193658028;India League Women;India;07:30;Half;0.8566943674976917;1.85;3.5;1.95;3.5;2.0;1.0;;2.0;1.0;3.0;210.0;158.0;;East Bengal Club (W);;0.0;0.0;1.083;1;1.0;1 - 0;9.0;Sribhumi FC (W);;0.0;0.0;15.0;0;0.0;-2.75 (-0.75);2 - 1;2-1;3.5 (2.75);nan;58 - 41;58 - 41;41.0;58.0;;;3.0;4.0;1.0;2.0;;;;;;;;88.0;122.0;66.0;92.0;;;7.0;6.0;2.0;6.0;38' - 1st Goal - East Bengal Club (W) | 46' - 2nd Goal - East Bengal Club (W) | 60' - 3rd Goal - East Bengal Club (W) | 80' - 4th Goal - Sribhumi FC (W);[38 46 60 80];[1 2 2 2];[False False False False];"['East Bengal Club (W)' 'East Bengal Club (W)' 'East Bengal Club (W)'
 'Sribhumi FC (W)']";[0 1 2 3];[1 2 3 2];['D' 'H' 'H' 'H'];['H' 'H' 'H' 'H'];0.42;0.58;0.0;0.84;0.16;0.0
2026-04-27;193658016;India I-League 2nd Division;India;07:30;Half;0.1923076923076923;1.975;2.5, 3.0;1.825;2.5, 3.0;4.0;4.0;;4.0;4.0;8.0;106.0;106.0;;SC Bengaluru;;0.0;1.0;2.0;0;0.0;0 - 1;3.25;Karbi Anglong Morning Star FC;;0.0;0.0;3.25;1;1.0;-0.25 (-0.25);4 - 4;4-4;2.75 ( 2.5);nan;40 - 26;40 - 26;26.0;40.0;;;3.0;2.0;5.0;0.0;;;;;;;;49.0;57.0;39.0;67.0;;;3.0;2.0;5.0;0.0;9' - 1st Goal - Karbi Anglong Morning Star FC;[9];[1];[False];['Karbi Anglong Morning Star FC'];[0];[-1];['D'];['A'];0.1;0.0;0.9;0.2;0.0;0.8
2026-04-27;193656525;Hong Kong U22 Cup;Hong Kong;07:30;Half;0.4848484848484848;1.95;3.0, 3.5;1.85;3.0, 3.5;4.0;1.0;;4.0;1.0;5.0;155.0;86.0;100.0;HK Rangers FC U22;;0.0;2.0;1.5;0;0.0;0 - 0;3.9;Southern District U22;;0.0;0.0;5.5;0;0.0;-1.0 (+0.25);4 - 1;4-1;3.25 ( 1.5);1.25;16 - 28;16 - 28;28.0;16.0;56.0;44.0;5.0;3.0;1.0;3.0;;;;;;;;91.0;64.0;54.0;32.0;58.0;42.0;7.0;6.0;2.0;7.0;56' - 1st Goal - HK Rangers FC U22 | 64' - 2nd Goal - HK Rangers FC U22 | 66' - 3rd Goal - Southern District U22;[56 64 66];[2 2 2];[False False False];['HK Rangers FC U22' 'HK Rangers FC U22' 'Southern District U22'];[0 1 2];[1 2 1];['D' 'H' 'H'];['H' 'H' 'H'];0.62;0.38;0.0;1.0;0.0;0.0
2026-04-27;193554984;Paraguay Reserve League;Paraguay;07:30;Schedule;0.5513196480938416;2.0;4.0, 4.5;1.8;4.0, 4.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Sportivo San Lorenzo Reserves;;0.0;0.0;1.364;0;0.0;0 - 0;5.0;Rubio Nu Reserves;;0.0;0.0;5.5;0;0.0;-1.5;0 - 0;0-0;4.25;1.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0
2026-04-27;193545570;Paraguay Reserve League;Paraguay;07:30;Half;-0.4417894050193979;1.975;3.0;1.825;3.0;0.0;2.0;;0.0;2.0;2.0;121.0;94.0;100.0;2 de Mayo Reserves;;0.0;0.0;4.75;1;1.0;1 - 0;3.9;Guarani Asuncion Reserves;;0.0;0.0;1.533;0;0.0;+1.0 (+0.75);0 - 2;0-2;3.0 ( 2.5);1.25;27 - 31;27 - 31;31.0;27.0;62.0;38.0;1.0;2.0;3.0;1.0;;;;;;;;60.0;61.0;50.0;44.0;59.0;41.0;5.0;3.0;6.0;3.0;41' - 1st Goal - 2 de Mayo Reserves | 63' - 2nd Goal - Guarani Asuncion Reserves | 73' - 3rd Goal - Guarani Asuncion Reserves;[41 63 73];[1 2 2];[False False False];"['2 de Mayo Reserves' 'Guarani Asuncion Reserves'
 'Guarani Asuncion Reserves']";[0 1 0];[ 1  0 -1];['D' 'H' 'D'];['H' 'D' 'A'];0.57;0.24;0.19;0.91;0.09;0.0
2026-04-27;193606552;North Macedonia First League;North Macedonia;08:00;Schedule;0.3214285714285714;1.9;2.5;1.9;2.5;1.0;1.0;;1.0;1.0;2.0;100.0;47.0;100.0;FC Struga Trim & Lum;;0.0;1.0;1.75;1;1.0;1 - 0;3.4;FK Sileks;;0.0;1.0;4.0;0;0.0;-0.75 ( -0.5);1 - 1;1-1;2.5 (2.75);1.0 ( 1.5);10 - 4;nan;19.0;22.0;42.0;58.0;2.0;2.0;2.0;4.0;;;;;;;;44.0;56.0;22.0;25.0;43.0;57.0;2.0;2.0;2.0;4.0;21' - 1st Goal - FC Struga Trim & Lum;[21];[1];[False];['FC Struga Trim & Lum'];[0];[1];['D'];['H'];0.23;0.77;0.0;0.47;0.53;0.0
2026-04-27;193656697;Denmark Future Cup;Denmark;08:00;Schedule;0.2589285714285714;2.0;4.0;1.8;4.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Silkeborg IF Reserves;;0.0;0.0;1.75;0;0.0;0 - 0;4.5;Sonderjyske Reserves;;0.0;0.0;3.2;0;0.0;-0.25;0 - 0;0-0;4.0;1.5;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0
2026-04-27;193613037;Norway Division 3 Group 4;Norway;08:00;Schedule;0.22660098522167482;1.8;4.0;2.0;4.0;0.0;3.0;;0.0;3.0;3.0;73.0;100.0;100.0;Haugesund 2;;0.0;0.0;1.75;1;0.0;0 - 1;5.0;Stabaek 2;;0.0;0.0;2.9;1;1.0;-0.75 ( -1);0 - 3;0-3;4.0 ( 4.5);1.75 ( 2);20 - 21;nan;34.0;43.0;50.0;50.0;2.0;9.0;3.0;2.0;;;;;;;;35.0;38.0;44.0;56.0;49.0;51.0;3.0;12.0;5.0;3.0;17' - 1st Goal - Stabaek 2 | 40' - 2nd Goal - Haugesund 2 | 53' - 3rd Goal - Haugesund 2 | 55' - 4th Goal - Stabaek 2;[17 40 53 55];[1 1 2 2];[False False False False];['Stabaek 2' 'Haugesund 2' 'Haugesund 2' 'Stabaek 2'];[ 0 -1  0  1];[-1  0  1  0];['D' 'A' 'D' 'H'];['A' 'D' 'H' 'D'];0.72;0.02;0.26;0.49;0.0;0.51
2026-04-27;193555036;Singapore Premier League;Singapore;08:30;Schedule;-0.027777777777777735;1.85;3.5;1.95;3.5;0.0;0.0;;0.0;0.0;0.0;69.0;41.0;100.0;Balestier Khalsa FC;;0.0;0.0;2.4;0;0.0;0 - 0;3.9;Hougang United FC;;0.0;0.0;2.25;2;0.0;0.0;0 - 0;0-0;3.5;1.5;-;nan;;;;;;;;;;;;;;;;29.0;40.0;15.0;26.0;38.0;62.0;3.0;5.0;2.0;2.0;2' - 1st Goal - Hougang United FC | 4' - 2nd Goal - Hougang United FC;[2 4];[1 1];[False False];['Hougang United FC' 'Hougang United FC'];[ 0 -1];[-1 -2];['D' 'A'];['A' 'A'];0.02;0.0;0.98;0.04;0.0;0.96
2026-04-27;193548692;Indonesia Super League;Indonesia;09:00;Schedule;0.5731378299120233;1.8;3.0;2.0;3.0;0.0;0.0;;0.0;0.0;0.0;15.0;8.0;100.0;Persija Jakarta;;0.0;0.0;1.364;0;0.0;0 - 0;4.75;Persis Solo;;0.0;0.0;6.25;0;0.0;-1.5;0 - 0;0-0;3.0;1.25;-;nan;;;;;;;;;;;;;;;;5.0;10.0;1.0;7.0;26.0;74.0;0.0;2.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0
2026-04-27;193545602;Türkiye U19 League;Turkey;09:00;Schedule;-0.20373514431239387;1.8;2.5, 3.0;2.0;2.5, 3.0;0.0;0.0;;0.0;0.0;0.0;22.0;15.0;100.0;Konyaspor U19;;0.0;0.0;3.1;0;0.0;0 - 0;3.7;Trabzonspor U19;;0.0;0.0;1.9;0;0.0;+0.5;0 - 0;0-0;2.75;1.25;-;nan;;;;;;;;;;;;;;;;17.0;5.0;11.0;4.0;59.0;41.0;2.0;2.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0
2026-04-27;193687800;Uruguay Reserve League;Uruguay;09:00;Schedule;0.6168542135533884;1.85;3.0;1.95;3.0;0.0;0.0;;0.0;0.0;0.0;22.0;12.0;100.0;Juventud De Las Piedras Reserves;;0.0;0.0;1.333;0;0.0;0 - 0;4.75;Club Oriental Reserves;;0.0;0.0;7.5;0;0.0;-1.5;0 - 0;0-0;3.0;1.25;-;nan;;;;;;;;;;;;;;;;13.0;9.0;6.0;6.0;57.0;43.0;1.0;1.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0
2026-04-27;193376597;Ukraine Vyscha Liga;Ukraine;09:30;Schedule;0.20588235294117646;1.85;2.0, 2.5;1.95;2.0, 2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Zorya;;0.0;0.0;2.0;0;0.0;0 - 0;3.2;FC Veres Rivne;;0.0;0.0;3.4;0;0.0;-0.5;0 - 0;0-0;2.25;1.0;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0
2026-04-27;193548684;Hong Kong U22 League;Hong Kong;09:45;Schedule;-0.5792916760658695;2.0;3.5;1.8;3.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Eastern Football Team U22;;0.0;0.0;6.5;0;0.0;0 - 0;4.75;Kitchee U22;;0.0;0.0;1.364;0;0.0;+1.5;0 - 0;0-0;3.5;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0
2026-04-27;193660058;Italy Campionato Primavera 1;Italy;10:00;Schedule;0.20979020979020985;1.8;2.5;2.0;2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Bologna U20;;0.0;0.0;1.95;0;0.0;0 - 0;3.5;Genoa U20;;0.0;0.0;3.3;0;0.0;-0.5;0 - 0;0-0;2.5;1.0;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0
2026-04-27;193606657;Türkiye 3.Lig Group 1;Turkey;10:00;Schedule;0.13178294573643412;1.8;2.0, 2.5;2.0;2.0, 2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Kucukcekmece Sinopspor;;0.0;0.0;2.15;0;0.0;0 - 0;3.2;Etimesgutspor;;0.0;0.0;3.0;0;0.0;-0.25;0 - 0;0-0;2.25;nan;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0
2026-04-27;193656989;Türkiye 3. Lig Promotion Group Play-off;Turkey;10:00;Schedule;0.4027777777777778;2.0;2.5;1.8;2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Corluspor 1947;;0.0;0.0;1.6;0;0.0;0 - 0;3.7;Bursa Yildirimspor;;0.0;0.0;4.5;0;0.0;-0.5;0 - 0;0-0;2.5;1.0;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0
