Date;Match ID;League;country;Time;Status;Stats;Diff_Prob;OddAsianOverGoals_FT;AsianOverGoals_FT;OddAsianUnderGoals_FT;AsianUnderGoals_FT;corners_home;corners_away;corners_FT;corners_home_HT;corners_away_HT;Corners_HT;attack_FT;dangerous_attack_FT;possession_FT;Home;Home Pos;Home Red Cards;Home Yellow Cards;Odd_H_FT;Goals_H_HT;Goals_H_FT;Score;Odd_D_FT;Away;Away Pos;Away Red Cards;Away Yellow Cards;Odd_A_FT;Goals_A_HT;Goals_A_FT;Handicap;Corners (FT);Corners (HT);Total Goals Line (FT);Total Goals Line (HT);Dangerous Attacks (FT);Dangerous Attacks (HT);half_dangerous_attack_away;half_dangerous_attack_home;half_possession_away;half_possession_home;half_shoot_off_target_away;half_shoot_off_target_home;half_shoot_on_target_away;half_shoot_on_target_home;odds_lose_odds;odds_win_odds;odds_draw_odds;handicap_goal_over_line;handicap_goal_over_odds;handicap_goal_under_odds;handicap_goal_under_line;attack_away;attack_home;dangerous_attack_away;dangerous_attack_home;possession_away;possession_home;shoot_off_target_away;shoot_off_target_home;shoot_on_target_away;shoot_on_target_home;GoalMinutes;goal_minutes_real;goal_periods;is_extra_time;goal_scorers;goal_diff_before_list;goal_diff_after_list;period_result_before_list;period_result_after_list;pct_time_drawing;pct_time_home_winning;pct_time_away_winning;pct_time_drawing_HT;pct_time_home_winning_HT;pct_time_away_winning_HT;api_H_id;api_A_id;api_H_name;api_A_name;odd_yes_abertura;odd_yes_fechamento;category
2026-05-14;194528908;Georgia Liga 3;Georgia;09:00;Full;True;-0.017368649587494622;2.0;3.0;1.8;3.0;10.0;1.0;;3.0;1.0;4.0;202.0;109.0;;FC Margveti 2006;;1.0;1.0;2.45;0;0.0;0 - 2;3.6;Iveria Khashuri;;0.0;4.0;2.35;1;2.0;0.0;10 - 1;3-1;3.0;1.25;77 - 32;35 - 11;11.0;35.0;;;3.0;4.0;2.0;2.0;;;;;;;;77.0;125.0;32.0;77.0;;;11.0;8.0;3.0;4.0;;[11 95];[1 2];[False  True];['Iveria Khashuri' 'Iveria Khashuri'];[ 0 -1];[-1 -2];['D' 'A'];['A' 'A'];0.12;0.0;0.88;0.24;0.0;0.76;;;;;;;
2026-05-14;194535848;Georgia Liga 3;Georgia;09:00;Full;True;0.4851994851994852;2.0;3.0, 3.5;1.8;3.0, 3.5;4.0;2.0;;1.0;1.0;2.0;189.0;108.0;;Kolkheti Khobi;;0.0;0.0;1.48;2;5.0;5 - 2;4.1;FC Iberia 2010;;0.0;0.0;5.25;0;2.0;-1.25;4 - 2;1-1;3.25;1.25;62 - 46;26 - 31;31.0;26.0;;;2.0;2.0;0.0;3.0;;;;;;;;89.0;100.0;46.0;62.0;;;4.0;6.0;2.0;6.0;;[ 5 15 48 55 81 89 90];[1 1 2 2 2 2 2];[False False False False False False False];"['Kolkheti Khobi' 'Kolkheti Khobi' 'Kolkheti Khobi' 'FC Iberia 2010'
 'Kolkheti Khobi' 'FC Iberia 2010' 'Kolkheti Khobi']";[0 1 2 3 2 3 2];[1 2 3 2 3 2 3];['D' 'H' 'H' 'H' 'H' 'H' 'H'];['H' 'H' 'H' 'H' 'H' 'H' 'H'];0.06;0.94;0.0;0.11;0.89;0.0;;;;;;;
2026-05-14;194536883;Sweden 2.div Norrland;Sweden;09:00;Full;True;0.3025210084033614;1.9;3.5;1.9;3.5;9.0;5.0;;5.0;0.0;5.0;182.0;116.0;100.0;Umeå FF;;0.0;2.0;1.7;0;2.0;2 - 3;4.1;Fränsta IK;;0.0;1.0;3.5;1;3.0;-0.75;9 - 5;5-0;3.5;1.5;77 - 39;33 - 8;8.0;33.0;47.0;53.0;2.0;8.0;1.0;3.0;;;;;;;;81.0;101.0;39.0;77.0;45.0;55.0;9.0;12.0;5.0;9.0;;[50 51 62 78 81];[1 2 2 2 2];[ True False False False False];['Fränsta IK' 'Fränsta IK' 'Umeå FF' 'Fränsta IK' 'Umeå FF'];[ 0 -1 -2 -1 -2];[-1 -2 -1 -2 -1];['D' 'A' 'A' 'A' 'A'];['A' 'A' 'A' 'A' 'A'];0.56;0.0;0.44;1.0;0.0;0.0;;;;;;;
2026-05-14;194528902;Georgia Liga 3;Georgia;09:00;Full;True;0.3560606060606061;1.8;2.5, 3.0;2.0;2.5, 3.0;6.0;1.0;;5.0;0.0;5.0;223.0;145.0;;FC Merani Tbilisi;;0.0;4.0;1.65;0;1.0;1 - 1;3.8;FC Gonio;;0.0;2.0;4.0;0;1.0;-0.75;6 - 1;5-0;2.75;1.25;96 - 49;34 - 20;20.0;34.0;;;2.0;3.0;0.0;1.0;;;;;;;;95.0;128.0;49.0;96.0;;;6.0;7.0;2.0;2.0;;[71 91];[2 2];[False  True];['FC Gonio' 'FC Merani Tbilisi'];[ 0 -1];[-1  0];['D' 'A'];['A' 'D'];0.78;0.0;0.22;1.0;0.0;0.0;;;;;;;
2026-05-14;194534328;Sweden 2.div Västra Götaland;Sweden;09:00;Full;True;0.47567567567567565;1.925;3.0, 3.5;1.875;3.0, 3.5;3.0;5.0;;1.0;1.0;2.0;223.0;86.0;100.0;Landvetter IS;;0.0;4.0;1.48;0;0.0;0 - 1;4.2;IF Boljan;;0.0;0.0;5.0;1;1.0;-1.25;3 - 5;1-1;3.25;1.25;52 - 34;16 - 23;23.0;16.0;59.0;41.0;3.0;2.0;3.0;0.0;;;;;;;;104.0;119.0;34.0;52.0;51.0;49.0;6.0;8.0;7.0;2.0;;[38];[1];[False];['IF Boljan'];[0];[-1];['D'];['A'];0.42;0.0;0.58;0.84;0.0;0.16;342144.0;1225617.0;landvetter is;if boljan falkenberg;;;
2026-05-14;194527590;Norway Division 3 Group 2;Norway;09:00;Full;True;0.3141657382809152;1.85;3.5;1.95;3.5;6.0;5.0;;4.0;2.0;6.0;128.0;104.0;;NTNUI;;0.0;0.0;1.667;0;1.0;1 - 5;4.333;Orkla;;0.0;4.0;3.5;2;5.0;-0.75;6 - 5;4-2;3.5;1.5;52 - 52;22 - 26;26.0;22.0;;;2.0;2.0;3.0;2.0;;;;;;;;59.0;69.0;52.0;52.0;;;3.0;4.0;6.0;3.0;;[ 7 26 70 75 77 80];[1 1 2 2 2 2];[False False False False False False];['Orkla' 'Orkla' 'NTNUI' 'Orkla' 'Orkla' 'Orkla'];[ 0 -1 -2 -1 -2 -3];[-1 -2 -1 -2 -3 -4];['D' 'A' 'A' 'A' 'A' 'A'];['A' 'A' 'A' 'A' 'A' 'A'];0.08;0.0;0.92;0.16;0.0;0.84;;;;;;;
2026-05-14;194528904;Georgia Liga 3;Georgia;09:00;Full;True;0.47567567567567565;1.975;3.0;1.825;3.0;6.0;4.0;;4.0;2.0;6.0;218.0;125.0;;FC Didube 2014;;0.0;4.0;1.48;0;1.0;1 - 2;4.2;Dinamo Tbilisi II;;1.0;3.0;5.0;1;2.0;-1.0;6 - 4;4-2;3.0;1.25;85 - 40;33 - 25;25.0;33.0;;;2.0;6.0;3.0;2.0;;;;;;;;82.0;136.0;40.0;85.0;;;2.0;16.0;4.0;4.0;;[37 82 93];[1 2 2];[False False  True];['Dinamo Tbilisi II' 'Dinamo Tbilisi II' 'FC Didube 2014'];[ 0 -1 -2];[-1 -2 -1];['D' 'A' 'A'];['A' 'A' 'A'];0.4;0.0;0.6;0.82;0.0;0.18;;;;;;;Youth
2026-05-14;194526449;Sweden 2.div Södra Götaland;Sweden;09:00;Full;True;0.2936507936507936;1.975;3.0, 3.5;1.825;3.0, 3.5;4.0;2.0;;2.0;1.0;3.0;161.0;105.0;;Växjö Norra;;0.0;0.0;1.75;1;2.0;2 - 1;3.7;Linero IF;;0.0;1.0;3.6;0;1.0;-0.5;4 - 2;2-1;3.25;1.25;50 - 55;29 - 19;19.0;29.0;;;2.0;1.0;2.0;4.0;;;;;;;;81.0;80.0;55.0;50.0;;;5.0;3.0;4.0;6.0;;[ 7 50 76];[1 2 2];[False False False];['Växjö Norra' 'Linero IF' 'Växjö Norra'];[0 1 0];[1 0 1];['D' 'H' 'D'];['H' 'D' 'H'];0.37;0.63;0.0;0.16;0.84;0.0;1877.0;688525.0;vaxjo norra;linero if;;;
2026-05-14;194525638;Norway Division 3 Group 2;Norway;09:00;Full;True;0.23297491039426527;1.95;3.5;1.85;3.5;4.0;4.0;;3.0;2.0;5.0;149.0;104.0;100.0;Nardo;;0.0;3.0;1.8;1;2.0;2 - 4;4.1;Byåsen;;0.0;2.0;3.1;3;4.0;-0.5;4 - 4;3-2;3.5;1.5;46 - 58;21 - 27;27.0;21.0;42.0;58.0;2.0;4.0;4.0;2.0;;;;;;;;69.0;80.0;58.0;46.0;46.0;54.0;8.0;6.0;6.0;3.0;;[ 3 12 24 35 85 91];[1 1 1 1 2 2];[False False False False False  True];['Byåsen' 'Byåsen' 'Byåsen' 'Nardo' 'Byåsen' 'Nardo'];[ 0 -1 -2 -3 -2 -3];[-1 -2 -3 -2 -3 -2];['D' 'A' 'A' 'A' 'A' 'A'];['A' 'A' 'A' 'A' 'A' 'A'];0.03;0.0;0.97;0.07;0.0;0.93;;;;;;;
2026-05-14;194529477;Ethiopia Premier League;Ethiopia;09:00;Full;True;-0.160427807486631;1.75;1.5, 2.0;2.05;1.5, 2.0;3.0;5.0;;2.0;2.0;4.0;228.0;170.0;100.0;Shire Endaselassie FC;18.0;0.0;3.0;3.4;1;1.0;1 - 0;2.8;Ethiopian Coffee;6.0;0.0;3.0;2.2;0;0.0;+0.25;3 - 5;2-2;1.75;0.75;66 - 104;20 - 48;48.0;20.0;59.0;41.0;1.0;1.0;0.0;1.0;;;;;;;;123.0;105.0;104.0;66.0;58.0;42.0;10.0;1.0;1.0;1.0;;[12];[1];[False];['Shire Endaselassie FC'];[0];[1];['D'];['H'];0.13;0.87;0.0;0.27;0.73;0.0;;;;;;;
2026-05-14;194526033;Norway Division 3 Group 4;Norway;09:00;Full;True;0.5238095238095238;1.825;3.5, 4.0;1.975;3.5, 4.0;10.0;6.0;;4.0;2.0;6.0;141.0;126.0;;Viking 2;;0.0;0.0;1.4;0;1.0;1 - 1;5.0;Åkra;;0.0;3.0;5.25;0;1.0;-1.5;10 - 6;4-2;3.75;1.5;87 - 39;44 - 18;18.0;44.0;;;1.0;1.0;1.0;4.0;;;;;;;;65.0;76.0;39.0;87.0;;;2.0;10.0;4.0;8.0;;[68 86];[2 2];[False False];['Åkra' 'Viking 2'];[ 0 -1];[-1  0];['D' 'A'];['A' 'D'];0.8;0.0;0.2;1.0;0.0;0.0;;;;;;;
2026-05-14;194526030;Norway Division 3 Group 4;Norway;09:00;Schedule;False;0.12962962962962965;1.8;3.5, 4.0;2.0;3.5, 4.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Hinna;;0.0;0.0;2.0;0;0.0;0 - 0;4.1;Haugesund 2;;0.0;0.0;2.7;0;0.0;-0.25;0 - 0;0-0;3.75;1.5;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;;;
2026-05-14;194532376;Uzbekistan Cup;Uzbekistan;09:00;Full;True;0.007541478129713508;1.95;2.0, 2.5;1.85;2.0, 2.5;5.0;7.0;;1.0;5.0;6.0;169.0;96.0;100.0;Respublika FA;;0.0;1.0;2.55;0;0.0;0 - 1;3.0;Olympic Mobiuz;;0.0;0.0;2.6;0;1.0;0.0;5 - 7;1-5;2.25;1.0;42 - 54;18 - 29;29.0;18.0;51.0;49.0;3.0;2.0;3.0;2.0;;;;;;;;88.0;81.0;54.0;42.0;53.0;47.0;8.0;7.0;7.0;6.0;;[85];[2];[False];['Olympic Mobiuz'];[0];[-1];['D'];['A'];0.94;0.0;0.06;1.0;0.0;0.0;;;;;;;
2026-05-14;194525945;Norway Interkretsserie U19;Norway;09:00;Full;True;0.26565464895635676;1.9;4.5, 5.0;1.9;4.5, 5.0;4.0;3.0;;3.0;2.0;5.0;83.0;106.0;100.0;Haslum U19;;0.0;3.0;1.7;2;4.0;4 - 1;5.0;Ullern U19;;0.0;3.0;3.1;0;1.0;-0.75;4 - 3;3-2;4.75;2.0;42 - 64;22 - 27;27.0;22.0;52.0;48.0;4.0;1.0;0.0;5.0;;;;;;;;45.0;38.0;64.0;42.0;53.0;47.0;7.0;1.0;3.0;8.0;;[36 40 47 52 54];[1 1 2 2 2];[False False False False False];['Haslum U19' 'Haslum U19' 'Haslum U19' 'Ullern U19' 'Haslum U19'];[0 1 2 3 2];[1 2 3 2 3];['D' 'H' 'H' 'H' 'H'];['H' 'H' 'H' 'H' 'H'];0.4;0.6;0.0;0.8;0.2;0.0;;;;;;;Youth
2026-05-14;194525732;Norway Division 3 Group 6;Norway;09:00;Full;True;-0.49369903632320244;1.925;4.0;1.875;4.0;7.0;9.0;;4.0;3.0;7.0;269.0;186.0;100.0;Oppsal;;0.0;2.0;4.75;0;1.0;1 - 0;4.75;Råde;;0.0;3.0;1.42;0;0.0;+1.25;7 - 9;4-3;4.0;1.75;84 - 102;36 - 53;53.0;36.0;61.0;39.0;5.0;3.0;2.0;0.0;;;;;;;;154.0;115.0;102.0;84.0;60.0;40.0;7.0;11.0;7.0;1.0;;[87];[2];[False];['Oppsal'];[0];[1];['D'];['H'];0.97;0.03;0.0;1.0;0.0;0.0;;;;;;;
2026-05-14;194528186;Cameroon League Women;Cameroon;09:00;Full;True;0.7979675617470894;1.8;3.5;2.0;3.5;3.0;4.0;;1.0;3.0;4.0;161.0;161.0;;Dja Sports (W);;0.0;3.0;1.143;2;2.0;2 - 0;6.5;Agai FC (W);;0.0;0.0;13.0;0;0.0;-2.25;3 - 4;1-3;3.5;1.5;83 - 78;39 - 43;43.0;39.0;;;2.0;2.0;0.0;2.0;;;;;;;;77.0;84.0;78.0;83.0;;;4.0;3.0;1.0;3.0;;[23 31];[1 1];[False False];['Dja Sports (W)' 'Dja Sports (W)'];[0 1];[1 2];['D' 'H'];['H' 'H'];0.26;0.74;0.0;0.51;0.49;0.0;;;;;;;Women
2026-05-14;194528906;Georgia Liga 3;Georgia;09:00;Full;True;0.0;1.925;2.5, 3.0;1.875;2.5, 3.0;5.0;4.0;;1.0;2.0;3.0;182.0;123.0;;FC Orbi;;0.0;1.0;2.4;0;0.0;0 - 1;3.4;FC Tbilisi 2025;;0.0;0.0;2.4;0;1.0;0.0;5 - 4;1-2;2.75;1.25;57 - 66;24 - 35;35.0;24.0;;;5.0;2.0;3.0;1.0;;;;;;;;83.0;99.0;66.0;57.0;;;9.0;4.0;6.0;2.0;;[86];[2];[False];['FC Tbilisi 2025'];[0];[-1];['D'];['A'];0.96;0.0;0.04;1.0;0.0;0.0;;;;;;;
2026-05-14;193327478;Bulgaria First League;Bulgaria;09:15;Full;True;0.29054054054054046;1.9;2.5;1.9;2.5;5.0;7.0;;4.0;4.0;8.0;118.0;122.0;100.0;Septemvri Sofia;;0.0;5.0;1.85;1;1.0;1 - 0;3.4;Spartak Varna;;0.0;3.0;4.0;0;0.0;-0.5;5 - 7;4-4;2.5;1.0;47 - 75;23 - 31;31.0;23.0;60.0;40.0;5.0;4.0;0.0;2.0;;;;;;;;64.0;54.0;75.0;47.0;62.0;38.0;9.0;7.0;1.0;4.0;;[3];[1];[False];['Septemvri Sofia'];[0];[1];['D'];['H'];0.03;0.97;0.0;0.07;0.93;0.0;214054.0;3278.0;fk septemvri sofia;fk spartak 1918 varna;2.1;1.83;
2026-05-14;194626085;Georgia Liga 3;Georgia;09:21;Full;True;0.28239584230625664;1.925;2.0, 2.5;1.875;2.0, 2.5;8.0;9.0;;2.0;6.0;8.0;188.0;122.0;;Gardabani;;0.0;1.0;1.833;1;1.0;1 - 1;3.25;Lokomotiv Tbilisi;;0.0;0.0;3.8;1;1.0;-0.5;8 - 9;2-6;2.25;1.0;56 - 66;29 - 29;29.0;29.0;;;0.0;4.0;3.0;1.0;;;;;;;;94.0;94.0;66.0;56.0;;;3.0;6.0;8.0;1.0;;[18 48];[1 1];[False  True];['Lokomotiv Tbilisi' 'Gardabani'];[ 0 -1];[-1  0];['D' 'A'];['A' 'D'];0.67;0.0;0.33;0.38;0.0;0.62;;;;;;;
2026-05-14;194534337;Norway Division 2 Group 1;Norway;09:30;Full;True;0.33182503770739064;1.875;3.0;1.925;3.0;8.0;4.0;;5.0;2.0;7.0;183.0;137.0;100.0;SK Traeff;;0.0;2.0;1.7;2;4.0;4 - 0;3.8;Lysekloster;;0.0;3.0;3.9;0;0.0;-0.75;8 - 4;5-2;3.0;1.25;68 - 69;34 - 31;31.0;34.0;61.0;39.0;0.0;2.0;1.0;3.0;;;;;;;;98.0;85.0;69.0;68.0;63.0;37.0;2.0;8.0;1.0;6.0;;[12 38 52 90];[1 1 2 2];[False False False False];['SK Traeff' 'SK Traeff' 'SK Traeff' 'SK Traeff'];[0 1 2 3];[1 2 3 4];['D' 'H' 'H' 'H'];['H' 'H' 'H' 'H'];0.13;0.87;0.0;0.27;0.73;0.0;689.0;199925.0;sk traeff;lysekloster;;;
2026-05-14;194623619;Finland Cup Women;Finland;09:30;Full;True;0.0;1.975;4.0;1.825;4.0;0.0;14.0;;0.0;4.0;4.0;191.0;118.0;;IF Gnistan (W);;0.0;0.0;2.25;0;0.0;0 - 9;4.5;PK-35 Vantaa (W);;0.0;0.0;2.25;3;9.0;0.0;0 - 14;0-4;4.0;1.5;10 - 108;5 - 53;53.0;5.0;;;3.0;0.0;8.0;0.0;;;;;;;;138.0;53.0;108.0;10.0;;;14.0;0.0;17.0;0.0;;[12 18 20 47 51 52 72 78 89];[1 1 1 2 2 2 2 2 2];[False False False False False False False False False];"['PK-35 Vantaa (W)' 'PK-35 Vantaa (W)' 'PK-35 Vantaa (W)'
 'PK-35 Vantaa (W)' 'PK-35 Vantaa (W)' 'PK-35 Vantaa (W)'
 'PK-35 Vantaa (W)' 'PK-35 Vantaa (W)' 'PK-35 Vantaa (W)']";[ 0 -1 -2 -3 -4 -5 -6 -7 -8];[-1 -2 -3 -4 -5 -6 -7 -8 -9];['D' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A'];['A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A'];0.13;0.0;0.87;0.27;0.0;0.73;2271.0;;if gnistan;;;;Women
2026-05-14;194529094;Brazil Copa Paraense U20;Brazil;09:30;Full;True;0.3123721289326385;1.85;3.0;1.95;3.0;6.0;1.0;;4.0;0.0;4.0;150.0;146.0;;SC Paraense U20;;0.0;3.0;1.727;4;4.0;4 - 1;3.75;Tesla PA U20;;1.0;2.0;3.75;1;1.0;-0.75;6 - 1;4-0;3.0;1.25;91 - 55;48 - 27;27.0;48.0;;;5.0;2.0;2.0;4.0;;;;;;;;76.0;74.0;55.0;91.0;;;7.0;8.0;4.0;7.0;;[ 2  4 22 35 49];[1 1 1 1 1];[False False False False  True];"['SC Paraense U20' 'SC Paraense U20' 'SC Paraense U20' 'Tesla PA U20'
 'SC Paraense U20']";[0 1 2 3 2];[1 2 3 2 3];['D' 'H' 'H' 'H' 'H'];['H' 'H' 'H' 'H' 'H'];0.02;0.98;0.0;0.04;0.96;0.0;;;;;;;Youth
2026-05-14;194530457;Austria Cup Women;Austria;09:30;Full;True;-0.7274215146555572;1.95;2.5, 3.0;1.85;2.5, 3.0;2.0;14.0;;2.0;7.0;9.0;162.0;116.0;100.0;FC Salzburg (W);;1.0;3.0;11.0;0;0.0;0 - 1;5.0;FK Austria Vienna (W);;0.0;0.0;1.222;0;1.0;+1.75;2 - 14;2-7;2.75;1.25;27 - 89;10 - 46;46.0;10.0;67.0;33.0;5.0;2.0;3.0;0.0;;;;;;;;98.0;64.0;89.0;27.0;65.0;35.0;13.0;3.0;6.0;2.0;;[52];[2];[False];['FK Austria Vienna (W)'];[0];[-1];['D'];['A'];0.58;0.0;0.42;1.0;0.0;0.0;2046.0;2203.0;fc salzburg;fk austria wien;;;Women
2026-05-14;194627743;Malaysia President Cup;Malaysia;09:45;Full;True;-0.24786324786324787;1.925;3.0;1.875;3.0;5.0;1.0;;1.0;1.0;2.0;172.0;138.0;;Touchtronics FC U20;;0.0;2.0;3.25;0;0.0;0 - 0;4.0;Negeri Sembilan U20;;0.0;3.0;1.8;0;0.0;+0.5;5 - 1;1-1;3.0;1.25;87 - 51;40 - 25;25.0;40.0;;;1.0;3.0;0.0;2.0;;;;;;;;88.0;84.0;51.0;87.0;;;1.0;6.0;0.0;5.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;;;Youth
2026-05-14;194527592;Norway Division 3 Group 2;Norway;10:00;Full;True;0.12962962962962965;1.85;3.5;1.95;3.5;2.0;8.0;;0.0;3.0;3.0;175.0;114.0;;Kvik Trondheim;;0.0;4.0;2.0;1;2.0;2 - 3;4.1;Strindheim;;0.0;1.0;2.7;0;3.0;-0.25;2 - 8;0-3;3.5;1.5;52 - 62;21 - 31;31.0;21.0;;;5.0;4.0;3.0;1.0;;;;;;;;96.0;79.0;62.0;52.0;;;7.0;9.0;8.0;3.0;;[37 62 71 80 86];[1 2 2 2 2];[False False False False False];['Kvik Trondheim' 'Strindheim' 'Strindheim' 'Kvik Trondheim' 'Strindheim'];[ 0  1  0 -1  0];[ 1  0 -1  0 -1];['D' 'H' 'D' 'A' 'D'];['H' 'D' 'A' 'D' 'A'];0.58;0.28;0.14;0.82;0.18;0.0;;;;;;;
2026-05-14;194535852;Iran Div 1;Iran;10:00;Schedule;False;0.020979020979020935;1.95;1.5, 2.0;1.85;1.5, 2.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Shahrdari Noshahr;15.0;0.0;0.0;2.6;0;0.0;0 - 0;2.75;FC Fard;8.0;0.0;0.0;2.75;0;0.0;0.0;0 - 0;0-0;1.75;0.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;;;
2026-05-14;194623621;Uzbekistan Cup;Uzbekistan;10:00;Full;True;-0.4018037420918024;1.95;2.5;1.85;2.5;9.0;2.0;;4.0;1.0;5.0;154.0;82.0;100.0;FK Mashal Mubarek;;0.0;2.0;4.6;0;1.0;1 - 2;3.6;Sogdiana Jizzakh;;0.0;1.0;1.615;2;2.0;+0.75;9 - 2;4-1;2.5;1.0;46 - 36;18 - 18;18.0;18.0;48.0;52.0;4.0;3.0;3.0;6.0;;;;;;;;72.0;82.0;36.0;46.0;41.0;59.0;5.0;11.0;6.0;9.0;;[ 8 46 68];[1 1 2];[False  True False];['Sogdiana Jizzakh' 'Sogdiana Jizzakh' 'FK Mashal Mubarek'];[ 0 -1 -2];[-1 -2 -1];['D' 'A' 'A'];['A' 'A' 'A'];0.09;0.0;0.91;0.17;0.0;0.83;;;;;;;
2026-05-14;194535837;Azerbaijan Division 1;Azerbaijan;10:00;Full;True;-0.09740259740259738;1.925;2.5, 3.0;1.875;2.5, 3.0;4.0;2.0;;2.0;1.0;3.0;182.0;146.0;100.0;Simal FK;;0.0;1.0;2.8;0;0.0;0 - 1;3.4;Difai FK;;0.0;1.0;2.2;0;1.0;+0.25;4 - 2;2-1;2.75;1.25;70 - 76;34 - 35;35.0;34.0;59.0;41.0;3.0;2.0;1.0;2.0;;;;;;;;91.0;91.0;76.0;70.0;55.0;45.0;7.0;4.0;4.0;5.0;;[80];[2];[False];['Difai FK'];[0];[-1];['D'];['A'];0.89;0.0;0.11;1.0;0.0;0.0;;;;;;;
2026-05-14;194535855;Kosovo U21 League;Kosovo;10:00;Full;True;0.3392857142857143;1.8;4.0;2.0;4.0;7.0;4.0;;6.0;0.0;6.0;285.0;171.0;;KF Malisheva U21;;0.0;1.0;1.6;1;3.0;3 - 0;5.0;KF Dukagjini U21;;0.0;0.0;3.5;0;0.0;-1.0;7 - 4;6-0;4.0;1.75;106 - 65;65 - 16;16.0;65.0;;;1.0;6.0;0.0;2.0;;;;;;;;125.0;160.0;65.0;106.0;;;4.0;8.0;3.0;6.0;;[36 49 60];[1 2 2];[False False False];['KF Malisheva U21' 'KF Malisheva U21' 'KF Malisheva U21'];[0 1 2];[1 2 3];['D' 'H' 'H'];['H' 'H' 'H'];0.4;0.6;0.0;0.8;0.2;0.0;;;;;;;Youth
2026-05-14;194528017;Finland Kolmonen;Finland;10:00;Full;True;0.46743295019157094;1.825;3.5;1.975;3.5;5.0;7.0;;3.0;3.0;6.0;327.0;220.0;;Masku;;0.0;1.0;1.45;1;3.0;3 - 1;4.75;LTU;;0.0;1.0;4.5;0;1.0;-1.25;5 - 7;3-3;3.5;1.5;112 - 108;51 - 55;55.0;51.0;;;0.0;5.0;2.0;2.0;;;;;;;;145.0;182.0;108.0;112.0;;;1.0;9.0;5.0;7.0;;[36 69 90 93];[1 2 2 2];[False False False  True];['Masku' 'Masku' 'LTU' 'Masku'];[0 1 2 1];[1 2 1 2];['D' 'H' 'H' 'H'];['H' 'H' 'H' 'H'];0.39;0.61;0.0;0.8;0.2;0.0;35320.0;;masku;;;;
2026-05-14;189981981;Belgium Cup;Belgium;10:00;Full;True;0.3777089783281734;2.0;2.5;1.8;2.5;2.0;4.0;;0.0;3.0;3.0;177.0;83.0;100.0;Union Saint Gilloise;;0.0;1.0;1.7;0;1.0;1 - 1;3.4;Anderlecht;;0.0;4.0;4.75;0;1.0;-0.75;2 - 4;0-3;2.5;1.0;58 - 25;23 - 12;12.0;23.0;47.0;53.0;4.0;2.0;0.0;4.0;;;;;;;;74.0;103.0;25.0;58.0;42.0;58.0;5.0;7.0;2.0;5.0;;[74 81];[2 2];[False False];['Union Saint Gilloise' 'Anderlecht'];[0 1];[1 0];['D' 'H'];['H' 'D'];0.92;0.08;0.0;1.0;0.0;0.0;4860.0;2900.0;union saint-gilloise;rsc anderlecht;1.83;1.83;
2026-05-14;194537661;North Macedonia Cup Women;North Macedonia;10:00;Full;True;-0.39844199933315155;1.925;3.5, 4.0;1.875;3.5, 4.0;2.0;4.0;;2.0;4.0;6.0;248.0;109.0;;ZFK Kamenica Sasa (W);;0.0;2.0;4.2;0;0.0;0 - 5;4.2;ZFK Tiverija (W);;0.0;1.0;1.571;3;5.0;+1.0;2 - 4;2-4;3.75;1.5;36 - 73;18 - 44;44.0;18.0;;;8.0;1.0;8.0;1.0;;;;;;;;142.0;106.0;73.0;36.0;;;12.0;3.0;12.0;3.0;;[28 31 34 50 84];[1 1 1 2 2];[False False False False False];"['ZFK Tiverija (W)' 'ZFK Tiverija (W)' 'ZFK Tiverija (W)'
 'ZFK Tiverija (W)' 'ZFK Tiverija (W)']";[ 0 -1 -2 -3 -4];[-1 -2 -3 -4 -5];['D' 'A' 'A' 'A' 'A'];['A' 'A' 'A' 'A' 'A'];0.31;0.0;0.69;0.62;0.0;0.38;;;;;;;Women
2026-05-14;194527594;Norway Division 3 Group 6;Norway;10:00;Full;True;0.0;1.85;3.5;1.95;3.5;5.0;4.0;;4.0;0.0;4.0;266.0;130.0;;Lillehammer;;0.0;3.0;2.3;2;3.0;3 - 1;4.0;Gjovik/Lyn;;0.0;3.0;2.3;0;1.0;0.0;5 - 4;4-0;3.5;1.5;50 - 80;30 - 33;33.0;30.0;;;0.0;3.0;1.0;4.0;;;;;;;;163.0;103.0;80.0;50.0;;;1.0;5.0;4.0;5.0;;[25 30 49 60];[1 1 2 2];[False False False False];['Lillehammer' 'Lillehammer' 'Lillehammer' 'Gjovik/Lyn'];[0 1 2 3];[1 2 3 2];['D' 'H' 'H' 'H'];['H' 'H' 'H' 'H'];0.28;0.72;0.0;0.56;0.44;0.0;;;;;;;
