Date;Match ID;League;country;Time;Status;Stats;Diff_Prob;OddAsianOverGoals_FT;AsianOverGoals_FT;OddAsianUnderGoals_FT;AsianUnderGoals_FT;corners_home;corners_away;corners_FT;corners_home_HT;corners_away_HT;Corners_HT;attack_FT;dangerous_attack_FT;possession_FT;Home;Home Pos;Home Red Cards;Home Yellow Cards;Odd_H_FT;Goals_H_HT;Goals_H_FT;Score;Odd_D_FT;Away;Away Pos;Away Red Cards;Away Yellow Cards;Odd_A_FT;Goals_A_HT;Goals_A_FT;Handicap;Corners (FT);Corners (HT);Total Goals Line (FT);Total Goals Line (HT);Dangerous Attacks (FT);Dangerous Attacks (HT);half_dangerous_attack_away;half_dangerous_attack_home;half_possession_away;half_possession_home;half_shoot_off_target_away;half_shoot_off_target_home;half_shoot_on_target_away;half_shoot_on_target_home;odds_lose_odds;odds_win_odds;odds_draw_odds;handicap_goal_over_line;handicap_goal_over_odds;handicap_goal_under_odds;handicap_goal_under_line;attack_away;attack_home;dangerous_attack_away;dangerous_attack_home;possession_away;possession_home;shoot_off_target_away;shoot_off_target_home;shoot_on_target_away;shoot_on_target_home;GoalMinutes;goal_minutes_real;goal_periods;is_extra_time;goal_scorers;goal_diff_before_list;goal_diff_after_list;period_result_before_list;period_result_after_list;pct_time_drawing;pct_time_home_winning;pct_time_away_winning;pct_time_drawing_HT;pct_time_home_winning_HT;pct_time_away_winning_HT;api_H_id;api_A_id;api_H_name;api_A_name;odd_yes_abertura;odd_yes_fechamento;category
2026-05-14;194576844;Spain Youth League;Spain;07:00;Full;True;0.28054298642533937;1.95;3.0, 3.5;1.85;3.0, 3.5;4.0;1.0;;3.0;0.0;3.0;229.0;118.0;;Barcelona U19;;0.0;2.0;1.7;0;3.0;3 - 0;4.75;Tenerife U19;;0.0;3.0;3.25;0;0.0;-0.75;4 - 1;3-0;3.25;1.25;92 - 26;61 - 9;9.0;61.0;;;1.0;11.0;0.0;3.0;;;;;;;;89.0;140.0;26.0;92.0;;;3.0;19.0;1.0;7.0;;[52 62 89];[2 2 2];[False False False];['Barcelona U19' 'Barcelona U19' 'Barcelona U19'];[0 1 2];[1 2 3];['D' 'H' 'H'];['H' 'H' 'H'];0.58;0.42;0.0;1.0;0.0;0.0;2817.0;2822.0;fc barcelona;tenerife cd;;;Youth
2026-05-14;194271903;Ukraine Vyscha Liga;Ukraine;07:00;Full;True;0.16522423288749022;1.85;2.0, 2.5;1.95;2.0, 2.5;2.0;5.0;;2.0;4.0;6.0;132.0;62.0;100.0;FC Kudrivka;;0.0;0.0;2.05;2;2.0;2 - 1;3.5;FC Rukh Lviv;;0.0;5.0;3.1;0;1.0;-0.25;2 - 5;2-4;2.25;1.0;33 - 29;16 - 16;16.0;16.0;50.0;50.0;3.0;3.0;0.0;5.0;;;;;;;;56.0;76.0;29.0;33.0;50.0;50.0;3.0;8.0;2.0;5.0;;[ 9 15 86];[1 1 2];[False False False];['FC Kudrivka' 'FC Kudrivka' 'FC Rukh Lviv'];[0 1 2];[1 2 1];['D' 'H' 'H'];['H' 'H' 'H'];0.1;0.9;0.0;0.2;0.8;0.0;543813.0;277645.0;fk kudrivka;fc rukh lviv;;;
2026-05-14;194529471;Ethiopia Premier League;Ethiopia;07:00;Full;True;0.3609022556390977;1.775;1.5, 2.0;2.025;1.5, 2.0;5.0;3.0;;2.0;3.0;5.0;186.0;70.0;100.0;Sidama Bunna;1.0;0.0;2.0;1.75;0;0.0;0 - 1;2.9;Hadiya Hossana;15.0;0.0;7.0;4.75;0;1.0;-0.5;5 - 3;2-3;1.75;0.75;41 - 29;12 - 11;11.0;12.0;48.0;52.0;1.0;2.0;1.0;3.0;;;;;;;;84.0;102.0;29.0;41.0;43.0;57.0;2.0;6.0;2.0;4.0;;[62];[2];[False];['Hadiya Hossana'];[0];[-1];['D'];['A'];0.69;0.0;0.31;1.0;0.0;0.0;;;;;;;
2026-05-14;194513720;Tanzania Premier League;Tanzania;08:00;Schedule;False;0.2738344683080146;1.9;2.0;1.9;2.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Mtibwa Sugar;7.0;0.0;0.0;1.909;0;0.0;0 - 0;2.9;KMC FC;16.0;0.0;0.0;4.0;0;0.0;-0.5;0 - 0;0-0;2.0;0.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;;;
2026-05-14;194534339;Norway Division 2 Group 2;Norway;08:00;Full;True;0.3123721289326385;1.9;3.0;1.9;3.0;5.0;3.0;;1.0;1.0;2.0;225.0;106.0;100.0;Tromsdalen;;0.0;0.0;1.727;0;0.0;0 - 2;3.9;Grorud;;0.0;2.0;3.75;1;2.0;-0.75;5 - 3;1-1;3.0;1.25;74 - 32;35 - 11;11.0;35.0;45.0;55.0;2.0;3.0;1.0;1.0;;;;;;;;93.0;132.0;32.0;74.0;40.0;60.0;6.0;4.0;5.0;2.0;;[11 81];[1 2];[False False];['Grorud' 'Grorud'];[ 0 -1];[-1 -2];['D' 'A'];['A' 'A'];0.12;0.0;0.88;0.24;0.0;0.76;669.0;7320.0;tromsdalen uil;grorud il;1.44;1.53;
2026-05-14;194534330;Norway Division 2 Group 1;Norway;08:00;Full;True;0.17900688210111804;1.85;3.0;1.95;3.0;2.0;3.0;;1.0;2.0;3.0;179.0;78.0;100.0;Bjarg;;0.0;1.0;1.909;1;2.0;2 - 6;3.8;Brattvåg;;0.0;2.0;2.9;5;6.0;-0.5;2 - 3;1-2;3.0;1.25;46 - 32;26 - 20;20.0;26.0;37.0;63.0;1.0;2.0;8.0;1.0;;;;;;;;73.0;106.0;32.0;46.0;40.0;60.0;4.0;4.0;9.0;3.0;;[10 13 31 34 41 43 56 72];[1 1 1 1 1 1 2 2];[False False False False False False False False];"['Bjarg' 'Brattvåg' 'Brattvåg' 'Brattvåg' 'Brattvåg' 'Brattvåg' 'Brattvåg'
 'Bjarg']";[ 0  1  0 -1 -2 -3 -4 -5];[ 1  0 -1 -2 -3 -4 -5 -4];['D' 'H' 'D' 'A' 'A' 'A' 'A' 'A'];['H' 'D' 'A' 'A' 'A' 'A' 'A' 'A'];0.31;0.03;0.66;0.62;0.07;0.31;35610.0;954.0;bjarg;brattvaag;1.44;1.53;
2026-05-14;194534319;Sweden 1.div Norra;Sweden;08:00;Full;True;-0.2514360899842752;1.95;3.0;1.85;3.0;0.0;5.0;;0.0;3.0;3.0;179.0;136.0;100.0;Piteå IF;;0.0;2.0;3.4;1;1.0;1 - 5;3.6;FBK Karlstad;;0.0;0.0;1.833;2;5.0;+0.5;0 - 5;0-3;3.0;1.25;30 - 106;14 - 55;55.0;14.0;68.0;32.0;3.0;1.0;5.0;1.0;;;;;;;;117.0;62.0;106.0;30.0;61.0;39.0;9.0;1.0;10.0;1.0;;[ 1  7 31 55 72 79];[1 1 1 2 2 2];[False False False False False False];"['Piteå IF' 'FBK Karlstad' 'FBK Karlstad' 'FBK Karlstad' 'FBK Karlstad'
 'FBK Karlstad']";[ 0  1  0 -1 -2 -3];[ 1  0 -1 -2 -3 -4];['D' 'H' 'D' 'A' 'A' 'A'];['H' 'D' 'A' 'A' 'A' 'A'];0.28;0.07;0.66;0.56;0.13;0.31;1873.0;22236.0;piteaa if;fbk karlstad;1.5;1.44;
2026-05-14;194534324;Sweden 2.div Västra Götaland;Sweden;08:00;Full;True;0.03628117913832202;1.85;3.0, 3.5;1.95;3.0, 3.5;6.0;9.0;;5.0;5.0;10.0;144.0;104.0;100.0;Torslanda IK;;1.0;0.0;2.25;0;1.0;1 - 2;3.8;Qviding FIF;;0.0;2.0;2.45;1;2.0;0.0;6 - 9;5-5;3.25;1.5;48 - 56;21 - 27;27.0;21.0;46.0;54.0;2.0;5.0;5.0;2.0;;;;;;;;75.0;69.0;56.0;48.0;45.0;55.0;10.0;7.0;8.0;5.0;;[ 2 92 94];[1 2 2];[False  True  True];['Qviding FIF' 'Qviding FIF' 'Torslanda IK'];[ 0 -1 -2];[-1 -2 -1];['D' 'A' 'A'];['A' 'A' 'A'];0.02;0.0;0.98;0.04;0.0;0.96;1790.0;1815.0;torslanda ik;qviding fif;1.4;1.4;
2026-05-14;194526456;Sweden 1.div Södra;Sweden;08:00;Full;True;0.0;2.0;3.0;1.8;3.0;4.0;5.0;;1.0;1.0;2.0;184.0;100.0;100.0;Tvååkers IF;;0.0;1.0;2.4;1;1.0;1 - 0;3.6;BK Olympic;;0.0;1.0;2.4;0;0.0;0.0;4 - 5;1-1;3.0;1.25;50 - 50;25 - 23;23.0;25.0;63.0;37.0;3.0;1.0;1.0;2.0;;;;;;;;95.0;89.0;50.0;50.0;61.0;39.0;10.0;7.0;3.0;2.0;;[47];[1];[ True];['Tvååkers IF'];[0];[1];['D'];['H'];0.52;0.48;0.0;1.0;0.0;0.0;22356.0;47812.0;tvaakers if;bk olympic;1.5;1.53;
2026-05-14;193331579;Denmark Division 1;Denmark;08:00;Full;True;-0.06333567909922583;1.975;2.0, 2.5;1.825;2.0, 2.5;3.0;6.0;;2.0;5.0;7.0;224.0;79.0;100.0;Hobro IK;;0.0;0.0;2.9;0;0.0;0 - 3;3.1;Aarhus Fremad;;0.0;1.0;2.45;1;3.0;0.0;3 - 6;2-5;2.25;0.75;52 - 27;29 - 20;20.0;29.0;42.0;58.0;5.0;2.0;6.0;1.0;;;;;;;;79.0;145.0;27.0;52.0;40.0;60.0;9.0;7.0;12.0;2.0;;[ 9 56 80];[1 2 2];[False False False];['Aarhus Fremad' 'Aarhus Fremad' 'Aarhus Fremad'];[ 0 -1 -2];[-1 -2 -3];['D' 'A' 'A'];['A' 'A' 'A'];0.1;0.0;0.9;0.2;0.0;0.8;1392.0;4874.0;hobro ik;aarhus fremad;1.61;1.83;
2026-05-14;194526441;Sweden 2.div Södra Svealand;Sweden;08:00;Full;True;0.31796502384737685;1.825;3.0;1.975;3.0;5.0;6.0;;5.0;0.0;5.0;150.0;80.0;100.0;Nykopings BIS;;0.0;3.0;1.7;0;1.0;1 - 0;4.1;Lindo FF;;0.0;2.0;3.7;0;0.0;-0.75;5 - 6;5-0;3.0;1.25;35 - 45;17 - 22;22.0;17.0;46.0;54.0;1.0;3.0;0.0;2.0;;;;;;;;78.0;72.0;45.0;35.0;48.0;52.0;5.0;5.0;1.0;5.0;;[63];[2];[False];['Nykopings BIS'];[0];[1];['D'];['H'];0.7;0.3;0.0;1.0;0.0;0.0;1801.0;21874.0;nykopings bis;lindo ff;1.57;1.57;
2026-05-14;194477679;Tanzania Premier League;Tanzania;08:00;Full;True;0.1218637992831541;1.975;2.0;1.825;2.0;6.0;6.0;;5.0;3.0;8.0;133.0;131.0;;Tanzania Prisons;15.0;0.0;3.0;2.25;1;1.0;1 - 0;2.875;Fountain Gate FC;12.0;0.0;0.0;3.1;0;0.0;-0.25;6 - 6;5-3;2.0;0.75;62 - 69;28 - 33;33.0;28.0;;;1.0;0.0;0.0;1.0;;;;;;;;66.0;67.0;69.0;62.0;;;2.0;3.0;0.0;1.0;;[26];[1];[False];['Tanzania Prisons'];[0];[1];['D'];['H'];0.29;0.71;0.0;0.58;0.42;0.0;;;;;;;
2026-05-14;194526430;Sweden 2.div Södra Götaland;Sweden;08:00;Full;True;0.38109980834439044;1.925;2.5, 3.0;1.875;2.5, 3.0;7.0;5.0;;6.0;0.0;6.0;159.0;65.0;100.0;IFK Berga;;0.0;4.0;1.615;2;6.0;6 - 0;3.9;Räppe GOIF;;0.0;2.0;4.2;0;0.0;-0.75;7 - 5;6-0;2.75;1.25;46 - 19;21 - 9;9.0;21.0;32.0;68.0;2.0;3.0;2.0;4.0;;;;;;;;57.0;102.0;19.0;46.0;39.0;61.0;5.0;9.0;2.0;10.0;;[ 4 20 55 61 70 84];[1 1 2 2 2 2];[False False False False False False];['IFK Berga' 'IFK Berga' 'IFK Berga' 'IFK Berga' 'IFK Berga' 'IFK Berga'];[0 1 2 3 4 5];[1 2 3 4 5 6];['D' 'H' 'H' 'H' 'H' 'H'];['H' 'H' 'H' 'H' 'H' 'H'];0.04;0.96;0.0;0.09;0.91;0.0;34708.0;327037.0;ifk berga;rappe goif;1.57;1.72;
2026-05-14;194525930;Norway Interkretsserie U19;Norway;08:00;Full;True;0.020671834625323016;1.825;4.5;1.975;4.5;10.0;2.0;;3.0;1.0;4.0;165.0;96.0;100.0;Skedsmo U19;;0.0;0.0;2.15;1;4.0;4 - 0;4.75;Lillehammer U19;;0.0;0.0;2.25;0;0.0;-0.25;10 - 2;3-1;4.5;2.0;63 - 33;28 - 21;21.0;28.0;64.0;36.0;2.0;6.0;2.0;7.0;;;;;;;;85.0;80.0;33.0;63.0;63.0;37.0;5.0;12.0;2.0;16.0;;[24 62 70 73];[1 2 2 2];[False False False False];['Skedsmo U19' 'Skedsmo U19' 'Skedsmo U19' 'Skedsmo U19'];[0 1 2 3];[1 2 3 4];['D' 'H' 'H' 'H'];['H' 'H' 'H' 'H'];0.27;0.73;0.0;0.53;0.47;0.0;;;;;;;Youth
2026-05-14;194525917;Norway Interkretsserie U19;Norway;08:00;Full;True;0.19191919191919193;1.825;4.0, 4.5;1.975;4.0, 4.5;3.0;3.0;;1.0;1.0;2.0;140.0;65.0;100.0;Skeid U19;;0.0;1.0;1.8;3;5.0;5 - 2;5.0;Asker U19;;0.0;1.0;2.75;0;2.0;-0.5;3 - 3;1-1;4.25;1.75;45 - 20;12 - 8;8.0;12.0;41.0;59.0;1.0;1.0;1.0;6.0;;;;;;;;60.0;80.0;20.0;45.0;43.0;57.0;3.0;5.0;4.0;13.0;;[ 7 19 45 80 86 88 90];[1 1 1 2 2 2 2];[False False False False False False False];"['Skeid U19' 'Skeid U19' 'Skeid U19' 'Skeid U19' 'Skeid U19' 'Asker U19'
 'Asker U19']";[0 1 2 3 4 5 4];[1 2 3 4 5 4 3];['D' 'H' 'H' 'H' 'H' 'H' 'H'];['H' 'H' 'H' 'H' 'H' 'H' 'H'];0.08;0.92;0.0;0.16;0.84;0.0;679.0;;skeid fotball;;;;Youth
2026-05-14;194534326;Sweden 2.div Västra Götaland;Sweden;08:00;Full;True;0.24305555555555558;1.925;3.5;1.875;3.5;6.0;4.0;;6.0;1.0;7.0;206.0;103.0;100.0;Västra Frölunda IF;;0.0;0.0;1.8;2;4.0;4 - 0;4.0;IK Kongahälla;;0.0;2.0;3.2;0;0.0;-0.5;6 - 4;6-1;3.5;1.5;59 - 44;32 - 23;23.0;32.0;45.0;55.0;1.0;3.0;0.0;5.0;;;;;;;;99.0;107.0;44.0;59.0;47.0;53.0;3.0;4.0;1.0;11.0;;[14 23 46 47];[1 1 2 2];[False False False False];"['Västra Frölunda IF' 'Västra Frölunda IF' 'Västra Frölunda IF'
 'Västra Frölunda IF']";[0 1 2 3];[1 2 3 4];['D' 'H' 'H' 'H'];['H' 'H' 'H' 'H'];0.16;0.84;0.0;0.31;0.69;0.0;1785.0;1846.0;vastra frolunda if;ik kongahalla;1.4;1.4;
2026-05-14;194526452;Sweden 1.div Norra;Sweden;08:00;Full;True;0.36215816703621584;1.8;3.0;2.0;3.0;6.0;4.0;;5.0;1.0;6.0;170.0;120.0;100.0;Vasalunds IF;;0.0;1.0;1.65;1;1.0;1 - 0;3.8;Gefle IF;;0.0;0.0;4.1;0;0.0;-0.75;6 - 4;5-1;3.0;1.25;65 - 55;35 - 26;26.0;35.0;43.0;57.0;5.0;4.0;2.0;5.0;;;;;;;;76.0;94.0;55.0;65.0;47.0;53.0;8.0;5.0;5.0;9.0;;[35];[1];[False];['Vasalunds IF'];[0];[1];['D'];['H'];0.39;0.61;0.0;0.78;0.22;0.0;5950.0;1778.0;vasalunds if;gefle if;1.53;1.57;
2026-05-14;194526022;Norway Division 3 Group 4;Norway;09:00;Full;True;0.04406364749082009;1.8;4.0;2.0;4.0;3.0;3.0;;1.0;1.0;2.0;151.0;73.0;100.0;Stabaek 2;;0.0;0.0;2.15;1;1.0;1 - 2;4.1;Brodd;;0.0;2.0;2.375;0;2.0;0.0;3 - 3;1-1;4.0;1.75;38 - 35;22 - 15;15.0;22.0;33.0;67.0;4.0;5.0;0.0;4.0;;;;;;;;78.0;73.0;35.0;38.0;41.0;59.0;5.0;10.0;3.0;5.0;;[30 46 77];[1 2 2];[False False False];['Stabaek 2' 'Brodd' 'Brodd'];[0 1 0];[ 1  0 -1];['D' 'H' 'D'];['H' 'D' 'A'];0.68;0.18;0.14;0.67;0.33;0.0;;;;;;;
2026-05-14;194527600;Iceland 4 Deild;Iceland;09:00;Full;True;0.1814882032667876;1.825;4.0;1.975;4.0;9.0;5.0;;4.0;3.0;7.0;141.0;68.0;;Ellidi;2.0;0.0;5.0;1.9;0;0.0;0 - 2;4.2;Vaengir Jupiters;9.0;0.0;5.0;2.9;1;2.0;-0.5;9 - 5;4-3;4.0;1.75;37 - 31;15 - 15;15.0;15.0;;;6.0;2.0;2.0;0.0;;;;;;;;70.0;71.0;31.0;37.0;;;6.0;4.0;5.0;2.0;;[36 93];[1 2];[False  True];['Vaengir Jupiters' 'Vaengir Jupiters'];[ 0 -1];[-1 -2];['D' 'A'];['A' 'A'];0.39;0.0;0.61;0.8;0.0;0.2;;;;;;;
