Date;Match ID;League;country;Time;Status;Diff_Prob;OddAsianOverGoals_FT;AsianOverGoals_FT;OddAsianUnderGoals_FT;AsianUnderGoals_FT;corners_home;corners_away;corners_FT;corners_home_HT;corners_away_HT;Corners_HT;attack_FT;dangerous_attack_FT;possession_FT;Home;Home Pos;Home Red Cards;Home Yellow Cards;Odd_H_FT;Goals_H_HT;Goals_H_FT;Score;Odd_D_FT;Away;Away Pos;Away Red Cards;Away Yellow Cards;Odd_A_FT;Goals_A_HT;Goals_A_FT;Handicap;Corners (FT);Corners (HT);Total Goals Line (FT);Total Goals Line (HT);Dangerous Attacks (FT);Dangerous Attacks (HT);half_dangerous_attack_away;half_dangerous_attack_home;half_possession_away;half_possession_home;half_shoot_off_target_away;half_shoot_off_target_home;half_shoot_on_target_away;half_shoot_on_target_home;odds_lose_odds;odds_win_odds;odds_draw_odds;handicap_goal_over_line;handicap_goal_over_odds;handicap_goal_under_odds;handicap_goal_under_line;attack_away;attack_home;dangerous_attack_away;dangerous_attack_home;possession_away;possession_home;shoot_off_target_away;shoot_off_target_home;shoot_on_target_away;shoot_on_target_home;GoalMinutes;goal_minutes_real;goal_periods;is_extra_time;goal_scorers;goal_diff_before_list;goal_diff_after_list;period_result_before_list;period_result_after_list;pct_time_drawing;pct_time_home_winning;pct_time_away_winning;pct_time_drawing_HT;pct_time_home_winning_HT;pct_time_away_winning_HT
2026-04-20;193155687;England Development League 2;England;08:00;Full;0.26839826839826836;1.825;3.5;1.975;3.5;2.0;2.0;;2.0;1.0;3.0;148.0;60.0;100.0;Sheff Wed U21;;0.0;1.0;1.75;3;3.0;3 - 0;4.333;Crewe U21;;0.0;0.0;3.3;0;0.0;-0.75;2 - 2;2-1;3.5;1.5;41 - 19;22 - 12;12.0;22.0;48.0;52.0;1.0;3.0;1.0;11.0;;;;;;;;62.0;86.0;19.0;41.0;44.0;56.0;1.0;6.0;2.0;12.0;7' - 1st Goal - Sheff Wed U21 | 8' - 2nd Goal - Sheff Wed U21 | 39' - 3rd Goal - Sheff Wed U21;[ 7  8 39];[1 1 1];[False False False];['Sheff Wed U21' 'Sheff Wed U21' 'Sheff Wed U21'];[0 1 2];[1 2 3];['D' 'H' 'H'];['H' 'H' 'H'];0.08;0.92;0.0;0.16;0.84;0.0
2026-04-20;193218608;Uzbekistan 1st Division;Uzbekistan;08:30;Full;-0.15360983102918585;1.8;2.0;2.0;2.0;9.0;2.0;;3.0;0.0;3.0;132.0;65.0;100.0;FC Lochin;;0.0;2.0;3.1;0;1.0;1 - 2;3.2;Shortan Guzor;;0.0;2.0;2.1;1;2.0;+0.25;9 - 2;3-0;2.0;0.75;40 - 25;19 - 13;13.0;19.0;39.0;61.0;1.0;3.0;1.0;2.0;;;;;;;;57.0;75.0;25.0;40.0;39.0;61.0;3.0;10.0;3.0;4.0;45' - 1st Goal - Shortan Guzor | 60' - 2nd Goal - Shortan Guzor | 83' - 3rd Goal - FC Lochin;[45 60 83];[1 2 2];[False False False];['Shortan Guzor' 'Shortan Guzor' 'FC Lochin'];[ 0 -1 -2];[-1 -2 -1];['D' 'A' 'A'];['A' 'A' 'A'];0.5;0.0;0.5;1.0;0.0;0.0
2026-04-20;193141280;Georgia Liga 3;Georgia;09:00;Full;-0.17948717948717957;1.9;2.5, 3.0;1.9;2.5, 3.0;1.0;6.0;;1.0;1.0;2.0;240.0;106.0;;FC Iberia 1999 II;;0.0;5.0;3.0;0;2.0;2 - 1;3.6;Guria Lanchkhuti;;0.0;4.0;1.95;1;1.0;+0.25;1 - 6;1-1;2.75;1.25;46 - 60;19 - 24;24.0;19.0;;;4.0;0.0;3.0;0.0;;;;;;;;118.0;122.0;60.0;46.0;;;7.0;0.0;5.0;2.0;45+4' - 1st Goal - Guria Lanchkhuti | 69' - 2nd Goal - FC Iberia 1999 II | 82' - 3rd Goal - FC Iberia 1999 II;[49 69 82];[1 2 2];[ True False False];['Guria Lanchkhuti' 'FC Iberia 1999 II' 'FC Iberia 1999 II'];[ 0 -1  0];[-1  0  1];['D' 'A' 'D'];['A' 'D' 'H'];0.69;0.09;0.22;1.0;0.0;0.0
2026-04-20;193141282;Georgia Liga 3;Georgia;09:00;Full;0.5403726708074534;2.0;3.0, 3.5;1.8;3.0, 3.5;5.0;5.0;;5.0;3.0;8.0;256.0;137.0;;FC WIT Georgia Tbilisi;;0.0;2.0;1.4;2;3.0;3 - 1;4.333;Kolkheti Khobi;;0.0;3.0;5.75;0;1.0;-1.25;5 - 5;5-3;3.25;1.25;52 - 85;31 - 35;35.0;31.0;;;1.0;3.0;0.0;3.0;;;;;;;;158.0;98.0;85.0;52.0;;;3.0;4.0;1.0;4.0;2' - 1st Goal - FC WIT Georgia Tbilisi | 41' - 2nd Goal - FC WIT Georgia Tbilisi | 69' - 3rd Goal - FC WIT Georgia Tbilisi | 80' - 4th Goal - Kolkheti Khobi;[ 2 41 69 80];[1 1 2 2];[False False False False];"['FC WIT Georgia Tbilisi' 'FC WIT Georgia Tbilisi'
 'FC WIT Georgia Tbilisi' 'Kolkheti Khobi']";[0 1 2 3];[1 2 3 2];['D' 'H' 'H' 'H'];['H' 'H' 'H' 'H'];0.02;0.98;0.0;0.04;0.96;0.0
2026-04-20;193155692;England Development League 2;England;09:00;Full;0.22222222222222227;2.0;4.0;1.8;4.0;2.0;4.0;;0.0;2.0;2.0;137.0;88.0;100.0;Watford U21;;0.0;1.0;1.8;2;3.0;3 - 1;4.333;Charlton U21;;0.0;2.0;3.0;1;1.0;-0.5;2 - 4;0-2;4.0;1.5;35 - 53;13 - 20;20.0;13.0;57.0;43.0;2.0;4.0;2.0;3.0;;;;;;;;77.0;60.0;53.0;35.0;54.0;46.0;9.0;8.0;3.0;4.0;2' - 1st Goal - Watford U21 | 14' - 2nd Goal - Watford U21 | 41' - 3rd Goal - Charlton U21 | 78' - 4th Goal - Watford U21;[ 2 14 41 78];[1 1 1 2];[False False False False];['Watford U21' 'Watford U21' 'Charlton U21' 'Watford U21'];[0 1 2 1];[1 2 1 2];['D' 'H' 'H' 'H'];['H' 'H' 'H' 'H'];0.02;0.98;0.0;0.04;0.96;0.0
2026-04-20;193155696;Italy Campionato Primavera 1;Italy;09:00;Full;-0.028895768833849256;1.85;2.5;1.95;2.5;6.0;3.0;;4.0;2.0;6.0;152.0;90.0;100.0;Genoa U20;;0.0;1.0;2.55;1;4.0;4 - 2;3.4;Torino U20;;0.0;2.0;2.375;1;2.0;0.0;6 - 3;4-2;2.5;1.0;39 - 51;16 - 26;26.0;16.0;54.0;46.0;1.0;6.0;1.0;2.0;;;;;;;;89.0;63.0;51.0;39.0;55.0;45.0;10.0;10.0;4.0;8.0;11' - 1st Goal - Torino U20 | 38' - 2nd Goal - Genoa U20 | 48' - 3rd Goal - Genoa U20 | 74' - 4th Goal - Genoa U20 | 89' - 5th Goal - Torino U20 | 90+6' - 6th Goal - Genoa U20;[11 38 48 74 89 96];[1 1 2 2 2 2];[False False False False False  True];['Torino U20' 'Genoa U20' 'Genoa U20' 'Genoa U20' 'Torino U20' 'Genoa U20'];[ 0 -1  0  1  2  1];[-1  0  1  2  1  2];['D' 'A' 'D' 'H' 'H' 'H'];['A' 'D' 'H' 'H' 'H' 'H'];0.22;0.5;0.28;0.4;0.0;0.6
2026-04-20;193138494;Armenia Premier League;Armenia;09:00;Full;0.7130674476699113;1.95;3.0, 3.5;1.85;3.0, 3.5;7.0;0.0;;6.0;0.0;6.0;164.0;98.0;;Noah;5.0;0.0;1.0;1.222;1;2.0;2 - 0;5.5;FC Van;6.0;0.0;1.0;9.5;0;0.0;-2.0;7 - 0;6-0;3.25;1.25;81 - 17;49 - 5;5.0;49.0;;;0.0;9.0;0.0;6.0;;;;;;;;55.0;109.0;17.0;81.0;;;1.0;14.0;0.0;10.0;45+2' - 1st Goal - Noah | 68' - 2nd Goal - Noah;[47 68];[1 2];[ True False];['Noah' 'Noah'];[0 1];[1 2];['D' 'H'];['H' 'H'];0.52;0.48;0.0;1.0;0.0;0.0
2026-04-20;193142453;Indonesia Super League;Indonesia;09:00;Full;-0.20209059233449483;1.8;2.0, 2.5;2.0;2.0, 2.5;3.0;2.0;;3.0;2.0;5.0;198.0;131.0;100.0;Dewa United FC;;1.0;3.0;3.5;1;2.0;2 - 2;3.2;Persib Bandung;;0.0;2.0;2.05;0;2.0;+0.25;3 - 2;3-2;2.25;1.0;44 - 87;30 - 43;43.0;30.0;57.0;43.0;2.0;2.0;0.0;2.0;;;;;;;;120.0;78.0;87.0;44.0;60.0;40.0;4.0;2.0;3.0;4.0;24' - 1st Goal - Dewa United FC | 61' - 2nd Goal - Dewa United FC | 77' - 3rd Goal - Persib Bandung | 86' - 4th Goal - Persib Bandung;[24 61 77 86];[1 2 2 2];[False False False False];['Dewa United FC' 'Dewa United FC' 'Persib Bandung' 'Persib Bandung'];[0 1 2 1];[1 2 1 0];['D' 'H' 'H' 'H'];['H' 'H' 'H' 'D'];0.31;0.69;0.0;0.53;0.47;0.0
2026-04-20;193143971;Türkiye U19 League;Turkey;09:00;Full;0.050167224080267636;1.975;2.5, 3.0;1.825;2.5, 3.0;10.0;3.0;;3.0;2.0;5.0;157.0;87.0;100.0;Gaziantep FK U19;;2.0;7.0;2.3;1;1.0;1 - 3;3.5;Kayserispor U19;;0.0;4.0;2.6;3;3.0;0.0;10 - 3;3-2;2.75;1.0;53 - 34;27 - 20;20.0;27.0;42.0;58.0;2.0;0.0;5.0;1.0;;;;;;;;73.0;84.0;34.0;53.0;42.0;58.0;3.0;5.0;6.0;4.0;6' - 1st Goal - Kayserispor U19 | 22' - 2nd Goal - Kayserispor U19 | 32' - 3rd Goal - Kayserispor U19 | 44' - 4th Goal - Gaziantep FK U19;[ 6 22 32 44];[1 1 1 1];[False False False False];['Kayserispor U19' 'Kayserispor U19' 'Kayserispor U19' 'Gaziantep FK U19'];[ 0 -1 -2 -3];[-1 -2 -3 -2];['D' 'A' 'A' 'A'];['A' 'A' 'A' 'A'];0.07;0.0;0.93;0.13;0.0;0.87
2026-04-20;474691;England Development League 2;England;09:01;Full;;;4;;4;6.0;2.0;;2.0;0.0;2.0;70.0;88.0;100.0;Bristol City U21;;0.0;2.0;;2;3.0;3 - 1;;Colchester U21;;0.0;1.0;;0;1.0;-1;6 - 2;2-0;4;nan;47 - 41;18 - 19;19.0;18.0;62.0;38.0;4.0;4.0;0.0;2.0;;;;;;;;35.0;35.0;41.0;47.0;49.0;51.0;7.0;9.0;1.0;7.0;4' - 1st Goal - Bristol City U21 | 36' - 2nd Goal - Bristol City U21 | 59' - 3rd Goal - Colchester U21 | 63' - 4th Goal - Bristol City U21;[ 4 36 59 63];[1 1 2 2];[False False False False];['Bristol City U21' 'Bristol City U21' 'Colchester U21' 'Bristol City U21'];[0 1 2 1];[1 2 1 2];['D' 'H' 'H' 'H'];['H' 'H' 'H' 'H'];0.04;0.96;0.0;0.09;0.91;0.0
2026-04-20;193213300;Uruguay Reserve League;Uruguay;09:30;Full;0.47049753899068975;1.925;2.5, 3.0;1.875;2.5, 3.0;6.0;1.0;;4.0;1.0;5.0;118.0;91.0;100.0;Defensor Sporting Reserves;;0.0;1.0;1.533;2;4.0;4 - 0;4.0;CA River Plate Reserves;;0.0;4.0;5.5;0;0.0;-1.0;6 - 1;4-1;2.75;1.25;48 - 43;25 - 21;21.0;25.0;43.0;57.0;5.0;0.0;1.0;3.0;;;;;;;;56.0;62.0;43.0;48.0;47.0;53.0;10.0;2.0;3.0;11.0;20' - 1st Goal - Defensor Sporting Reserves | 44' - 2nd Goal - Defensor Sporting Reserves | 77' - 3rd Goal - Defensor Sporting Reserves | 90+2' - 4th Goal - Defensor Sporting Reserves;[20 44 77 92];[1 1 2 2];[False False False  True];"['Defensor Sporting Reserves' 'Defensor Sporting Reserves'
 'Defensor Sporting Reserves' 'Defensor Sporting Reserves']";[0 1 2 3];[1 2 3 4];['D' 'H' 'H' 'H'];['H' 'H' 'H' 'H'];0.22;0.78;0.0;0.44;0.56;0.0
2026-04-20;193141619;Hong Kong U22 League;Hong Kong;09:45;Full;0.4417894050193979;1.8;2.5, 3.0;2.0;2.5, 3.0;1.0;0.0;;1.0;0.0;1.0;192.0;88.0;100.0;Hong Kong FC U22;;0.0;0.0;1.533;1;1.0;1 - 1;3.9;Kitchee U22;;0.0;0.0;4.75;1;1.0;-1.0;1 - 0;1-0;2.75;1.25;53 - 35;30 - 11;11.0;30.0;44.0;56.0;1.0;2.0;1.0;1.0;;;;;;;;88.0;104.0;35.0;53.0;45.0;55.0;4.0;3.0;2.0;1.0;27' - 1st Goal - Kitchee U22 | 44' - 2nd Goal - Hong Kong FC U22;[27 44];[1 1];[False False];['Kitchee U22' 'Hong Kong FC U22'];[ 0 -1];[-1  0];['D' 'A'];['A' 'D'];0.81;0.0;0.19;0.62;0.0;0.38
2026-04-20;193221701;Iraq Premier Division;Iraq;10:00;Full;0.00816326530612238;1.8;2.0, 2.5;2.0;2.0, 2.5;0.0;6.0;;0.0;2.0;2.0;167.0;156.0;;Al Sufia;;0.0;2.0;2.45;1;1.0;1 - 1;3.3;Aliyat Al-Shorta SC;;0.0;2.0;2.5;0;1.0;0.0;0 - 6;0-2;2.25;1.0;65 - 91;23 - 46;46.0;23.0;;;8.0;0.0;4.0;2.0;;;;;;;;85.0;82.0;91.0;65.0;;;14.0;3.0;8.0;5.0;34' - 1st Goal - Al Sufia | 68' - 2nd Goal - Aliyat Al-Shorta SC;[34 68];[1 2];[False False];['Al Sufia' 'Aliyat Al-Shorta SC'];[0 1];[1 0];['D' 'H'];['H' 'D'];0.62;0.38;0.0;0.76;0.24;0.0
2026-04-20;193155663;Ethiopia Premier League;Ethiopia;10:00;Full;-0.1515151515151515;1.975;1.5, 2.0;1.825;1.5, 2.0;1.0;3.0;;0.0;2.0;2.0;242.0;222.0;100.0;Shire Endaselassie FC;18.0;0.0;2.0;3.3;0;0.0;0 - 1;2.75;Wolaita Dicha;16.0;0.0;2.0;2.2;0;1.0;+0.25;1 - 3;0-2;1.75;0.75;99 - 123;43 - 68;68.0;43.0;50.0;50.0;3.0;0.0;1.0;0.0;;;;;;;;123.0;119.0;123.0;99.0;48.0;52.0;5.0;1.0;3.0;0.0;63' - 1st Goal - Wolaita Dicha;[63];[2];[False];['Wolaita Dicha'];[0];[-1];['D'];['A'];0.7;0.0;0.3;1.0;0.0;0.0
2026-04-20;193221704;Iraq Premier Division;Iraq;10:00;Full;0.07763975155279507;1.975;2.0, 2.5;1.825;2.0, 2.5;3.0;3.0;;0.0;2.0;2.0;114.0;135.0;;Baladiyat Al-Mosul SC;;0.0;1.0;2.3;0;0.0;0 - 0;3.1;Al Furat;;0.0;2.0;2.8;0;0.0;-0.25;3 - 3;0-2;2.25;1.0;72 - 63;29 - 35;35.0;29.0;;;1.0;1.0;2.0;0.0;;;;;;;;57.0;57.0;63.0;72.0;;;5.0;4.0;2.0;3.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0
2026-04-20;193165203;Paraguay Tercera Division;Paraguay;10:00;Full;0.2142857142857143;1.875;2.5, 3.0;1.925;2.5, 3.0;3.0;3.0;;1.0;2.0;3.0;174.0;115.0;100.0;River Plate Asuncion;;0.0;2.0;2.0;1;2.0;2 - 2;3.25;Atlantida SC;;0.0;3.0;3.5;1;2.0;-0.5;3 - 3;1-2;2.75;1.25;57 - 58;27 - 25;25.0;27.0;45.0;55.0;0.0;0.0;2.0;3.0;;;;;;;;84.0;90.0;58.0;57.0;43.0;57.0;1.0;1.0;4.0;6.0;20' - 1st Goal - Atlantida SC | 29' - 2nd Goal - River Plate Asuncion | 80' - 3rd Goal - Atlantida SC | 90+8' - 4th Goal - River Plate Asuncion;[20 29 80 98];[1 1 2 2];[False False False  True];"['Atlantida SC' 'River Plate Asuncion' 'Atlantida SC'
 'River Plate Asuncion']";[ 0 -1  0 -1];[-1  0 -1  0];['D' 'A' 'D' 'A'];['A' 'D' 'A' 'D'];0.72;0.0;0.28;0.8;0.0;0.2
2026-04-20;193155658;Ethiopia Premier League;Ethiopia;10:00;Full;0.0;1.775;1.5;2.025;1.5;1.0;0.0;;0.0;0.0;0.0;221.0;96.0;100.0;Ethio Electric FC;6.0;1.0;1.0;2.7;0;1.0;1 - 1;2.55;Ethiopian Medhin;17.0;1.0;1.0;2.7;0;1.0;0.0;1 - 0;0-0;1.5;0.5;54 - 42;31 - 19;19.0;31.0;43.0;57.0;3.0;2.0;1.0;0.0;;;;;;;;109.0;112.0;42.0;54.0;52.0;48.0;6.0;5.0;6.0;2.0;67' - 1st Goal - Ethio Electric FC | 84' - 2nd Goal - Ethiopian Medhin;[67 84];[2 2];[False False];['Ethio Electric FC' 'Ethiopian Medhin'];[0 1];[1 0];['D' 'H'];['H' 'D'];0.81;0.19;0.0;1.0;0.0;0.0
2026-04-20;193155668;England Development League 2;England;10:00;Full;0.35252837977296186;1.9;3.5, 4.0;1.9;3.5, 4.0;4.0;6.0;;2.0;2.0;4.0;143.0;108.0;100.0;Cardiff U21;;0.0;3.0;1.615;0;1.0;1 - 2;4.5;Hull U21;;0.0;2.0;3.75;1;2.0;-1.0;4 - 6;2-2;3.75;1.5;62 - 46;21 - 24;24.0;21.0;42.0;58.0;6.0;6.0;4.0;3.0;;;;;;;;59.0;84.0;46.0;62.0;45.0;55.0;9.0;11.0;6.0;8.0;32' - 1st Goal - Hull U21 | 77' - 2nd Goal - Hull U21 | 90+4' - 3rd Goal - Cardiff U21;[32 77 94];[1 2 2];[False False  True];['Hull U21' 'Hull U21' 'Cardiff U21'];[ 0 -1 -2];[-1 -2 -1];['D' 'A' 'A'];['A' 'A' 'A'];0.34;0.0;0.66;0.71;0.0;0.29
