Date;Match ID;League;country;Time;Status;Diff_Prob;OddAsianOverGoals_FT;AsianOverGoals_FT;OddAsianUnderGoals_FT;AsianUnderGoals_FT;corners_home;corners_away;corners_FT;corners_home_HT;corners_away_HT;Corners_HT;attack_FT;dangerous_attack_FT;possession_FT;Home;Home Pos;Home Red Cards;Home Yellow Cards;Odd_H_FT;Goals_H_HT;Goals_H_FT;Score;Odd_D_FT;Away;Away Pos;Away Red Cards;Away Yellow Cards;Odd_A_FT;Goals_A_HT;Goals_A_FT;Handicap;Corners (FT);Corners (HT);Total Goals Line (FT);Total Goals Line (HT);Dangerous Attacks (FT);Dangerous Attacks (HT);half_dangerous_attack_away;half_dangerous_attack_home;half_possession_away;half_possession_home;half_shoot_off_target_away;half_shoot_off_target_home;half_shoot_on_target_away;half_shoot_on_target_home;odds_lose_odds;odds_win_odds;odds_draw_odds;handicap_goal_over_line;handicap_goal_over_odds;handicap_goal_under_odds;handicap_goal_under_line;attack_away;attack_home;dangerous_attack_away;dangerous_attack_home;possession_away;possession_home;shoot_off_target_away;shoot_off_target_home;shoot_on_target_away;shoot_on_target_home;GoalMinutes;goal_minutes_real;goal_periods;is_extra_time;goal_scorers;goal_diff_before_list;goal_diff_after_list;period_result_before_list;period_result_after_list;pct_time_drawing;pct_time_home_winning;pct_time_away_winning;pct_time_drawing_HT;pct_time_home_winning_HT;pct_time_away_winning_HT;btts_liga;avg_goals_liga;Mg_Liga;conv_liga;home_bias_liga;cs_fav_liga;cv_Mg_Liga;liga_risco;liga_stability;liga_over_bias;liga_lambda_cap;liga_squeeze_power;liga_discrepancy_limit;liga_underdog_penalty;liga_calibration_factor;category;api_H_id;api_H_team;api_A_id;api_A_team
2026-04-30;193724271;Mexico Liga MX Femenil;Mexico;00:00;Full;-0.5476190476190477;1.8;2.5;2.0;2.5;3.0;6.0;;2.0;1.0;3.0;143.0;117.0;100.0;Juarez FC (W);;0.0;1.0;6.0;1;1.0;1 - 1;4.2;Club America (W);;0.0;1.0;1.4;0;1.0;+1.25;3 - 6;2-1;2.5;1.0;38 - 79;20 - 42;42.0;20.0;67.0;33.0;3.0;1.0;0.0;2.0;;;;;;;;92.0;51.0;79.0;38.0;63.0;37.0;5.0;2.0;2.0;2.0;;[14 62];[1 2];[False False];['Juarez FC (W)' 'Club America (W)'];[0 1];[1 0];['D' 'H'];['H' 'D'];0.47;0.53;0.0;0.31;0.69;0.0;0.5180722891566265;3.2289156626506026;1.8072289156626506;0.24606725592100626;0.557335030448238;0.5238095238095238;0.9054680133678521;0.6587469288435301;0.5248054509361891;0.7289156626506026;4.0;1.1613805970149254;4.0;0.5;1.0;Women;600136.0;FC Juarez;340986.0;Club America
2026-04-30;193772786;India League Women;India;00:30;Full;0.7915573053368329;1.875;3.0, 3.5;1.925;3.0, 3.5;3.0;0.0;;2.0;0.0;2.0;268.0;177.0;;Gokulam Kerala FC (W);;0.0;2.0;1.143;1;3.0;3 - 0;7.0;SESA FA (W);;0.0;0.0;12.0;0;0.0;-2.25;3 - 0;2-0;3.25;1.5;111 - 66;62 - 22;22.0;62.0;;;1.0;4.0;0.0;4.0;;;;;;;;113.0;155.0;66.0;111.0;;;3.0;11.0;0.0;9.0;;[48 79 87];[1 2 2];[ True False False];['Gokulam Kerala FC (W)' 'Gokulam Kerala FC (W)' 'Gokulam Kerala FC (W)'];[0 1 2];[1 2 3];['D' 'H' 'H'];['H' 'H' 'H'];0.53;0.47;0.0;1.0;0.0;0.0;0.5357142857142857;3.0357142857142856;1.75;0.16936003377769687;0.4477954144620811;0.4666666666666667;0.9789932663561444;0.8432954165458438;0.5053074292876536;0.5357142857142856;3.7946428571428568;1.2352941176470589;4.0;0.5333333333333333;1.0;Women;;;;
2026-04-30;193724396;India League Women;India;00:30;Full;0.47567567567567565;1.825;3.0;1.975;3.0;4.0;2.0;;3.0;1.0;4.0;0.0;0.0;100.0;Nita FA (W);;0.0;1.0;1.48;0;1.0;1 - 1;4.1;Kickstart Karnataka FC (W);;0.0;1.0;5.0;0;1.0;-1.0;4 - 2;3-1;3.0;1.25;-;-;0.0;0.0;44.0;56.0;0.0;0.0;0.0;0.0;;;;;;;;0.0;0.0;0.0;0.0;46.0;54.0;0.0;0.0;1.0;1.0;;[49 85];[2 2];[False False];['Kickstart Karnataka FC (W)' 'Nita FA (W)'];[ 0 -1];[-1  0];['D' 'A'];['A' 'D'];0.6;0.0;0.4;1.0;0.0;0.0;0.5;3.0384615384615383;1.8846153846153846;0.13843168472762962;0.4436190476190476;0.5;0.904558311705388;0.6687783279290889;0.5250561213348074;0.5384615384615383;3.798076923076923;1.2341772151898736;4.0;0.5;1.0;Women;;;;
2026-04-30;193709360;China Division 2;China;04:00;Full;0.5613682092555332;1.8;2.0, 2.5;2.0;2.0, 2.5;9.0;6.0;;5.0;0.0;5.0;141.0;105.0;100.0;Dalian Kewei;;0.0;1.0;1.42;0;0.0;0 - 0;3.8;Beijing Institute;;0.0;1.0;7.0;0;0.0;-1.25;9 - 6;5-0;2.25;1.0;79 - 26;39 - 7;7.0;39.0;21.0;79.0;1.0;6.0;0.0;0.0;;;;;;;;49.0;92.0;26.0;79.0;27.0;73.0;2.0;12.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;0.5396825396825397;2.3492063492063493;0.9523809523809523;0.19222502261368332;0.5279448621553885;0.5;1.106542129279755;0.6594875668379722;0.47471160728312073;-0.1507936507936507;2.9365079365079367;1.5962837837837838;4.0;0.5;1.0;;;;;
2026-04-30;193716060;Kazakhstan Cup;Kazakhstan;04:00;Full;0.08695652173913049;1.95;2.0, 2.5;1.85;2.0, 2.5;3.0;5.0;;2.0;1.0;3.0;123.0;89.0;100.0;FC Altai Semey;;0.0;3.0;2.3;0;2.0;2 - 2;3.1;FK Ulytau;;0.0;0.0;2.875;1;2.0;-0.25;3 - 5;2-1;2.25;1.0;42 - 47;19 - 17;17.0;19.0;60.0;40.0;4.0;3.0;3.0;4.0;;;;;;;;64.0;59.0;47.0;42.0;55.0;45.0;7.0;7.0;8.0;9.0;;[12 54 64 83];[1 2 2 2];[False False False False];['FK Ulytau' 'FC Altai Semey' 'FC Altai Semey' 'FK Ulytau'];[ 0 -1  0  1];[-1  0  1  0];['D' 'A' 'D' 'H'];['A' 'D' 'H' 'D'];0.32;0.21;0.47;0.27;0.0;0.73;0.51;2.5;;0.1;0.55;;0.0;;1.0;;;;2.5;0.7;0.9108;;;;991599.0;Ulytau FC
2026-04-30;193728021;China Division 2;China;04:30;Full;-0.07322654462242562;1.925;2.0;1.875;2.0;6.0;3.0;;3.0;1.0;4.0;152.0;84.0;100.0;Qingdao Red Lions;;0.0;5.0;2.875;0;1.0;1 - 1;2.875;Tai'an Tiankuang;;0.0;3.0;2.375;0;1.0;0.0;6 - 3;3-1;2.0;0.75;37 - 47;23 - 15;15.0;23.0;50.0;50.0;0.0;1.0;0.0;1.0;;;;;;;;82.0;70.0;47.0;37.0;50.0;50.0;2.0;2.0;5.0;3.0;;[54 88];[2 2];[False False];"['Qingdao Red Lions' ""Tai'an Tiankuang""]";[0 1];[1 0];['D' 'H'];['H' 'D'];0.62;0.38;0.0;1.0;0.0;0.0;0.5151515151515151;2.242424242424242;0.9090909090909091;0.18631040653326228;0.5279448621553885;0.5454545454545454;1.1533229583051974;0.6647532970761572;0.46439852235962964;-0.2575757575757578;2.8030303030303028;1.6722972972972974;4.0;0.5;1.0;;551541.0;Qingdao Red Lions;897679.0;Taian Tiankuang
2026-04-30;193728036;China Division 2;China;04:30;Full;0.5258541089566021;2.025;2.5;1.775;2.5;5.0;2.0;;4.0;1.0;5.0;141.0;107.0;100.0;Shanghai Port Reserves;;0.0;2.0;1.444;1;2.0;2 - 1;3.9;Changchun Xidu;;0.0;2.0;6.0;1;1.0;-1.25;5 - 2;4-1;2.5;1.0;55 - 52;34 - 23;23.0;34.0;46.0;54.0;3.0;4.0;4.0;7.0;;;;;;;;75.0;66.0;52.0;55.0;50.0;50.0;5.0;8.0;7.0;11.0;;[31 39 47];[1 1 2];[False False False];['Shanghai Port Reserves' 'Changchun Xidu' 'Shanghai Port Reserves'];[0 1 0];[1 0 1];['D' 'H' 'D'];['H' 'D' 'H'];0.43;0.57;0.0;0.82;0.18;0.0;0.5223880597014925;2.2388059701492535;0.8955223880597015;0.18601277411104117;0.5274630541871922;0.5454545454545454;1.1684942395573858;0.6655892239054101;0.4611494841711506;-0.26119402985074647;2.798507462686567;1.675;4.0;0.5;1.0;Youth;;;1110219.0;Changchun Xidu
2026-04-30;193848584;India Sikkim Premier League;India;05:00;Schedule;0.3087685253290349;1.825;2.5, 3.0;1.975;2.5, 3.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;100.0;Gangtok Himalayan SC;;0.0;0.0;1.727;0;0.0;0 - 0;3.6;Sikkim Dragons;;0.0;0.0;3.7;0;0.0;-0.75;0 - 0;0-0;2.75;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;50.0;50.0;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;0.51;2.5;;0.1;0.55;;0.0;;1.0;;;;2.5;0.7;0.9108;;;;;
2026-04-30;193762347;India Delhi Premier League;India;05:30;Full;0.15517241379310343;1.85;3.0;1.95;3.0;7.0;2.0;;3.0;0.0;3.0;260.0;150.0;;Delhi FC XI;;0.0;1.0;2.0;0;1.0;1 - 3;3.75;CISF;;0.0;2.0;2.9;2;3.0;-0.25;7 - 2;3-0;3.0;1.25;105 - 45;53 - 16;16.0;53.0;;;2.0;5.0;2.0;0.0;;;;;;;;107.0;153.0;45.0;105.0;;;3.0;8.0;6.0;2.0;;[17 21 65 94];[1 1 2 2];[False False False  True];['CISF' 'CISF' 'CISF' 'Delhi FC XI'];[ 0 -1 -2 -3];[-1 -2 -3 -2];['D' 'A' 'A' 'A'];['A' 'A' 'A' 'A'];0.18;0.0;0.82;0.38;0.0;0.62;0.6363636363636364;2.909090909090909;1.2121212121212122;0.14471718066545058;0.5140252976190476;0.1;1.0262378196597512;0.7408674278564575;0.49352548368084526;0.40909090909090917;3.6363636363636367;1.2890625;4.0;0.9;1.0;;372710.0;Delhi FC;;
2026-04-30;193608311;Indonesia Super League;Indonesia;05:30;Full;0.1218637992831541;2.0;2.0, 2.5;1.8;2.0, 2.5;8.0;2.0;;5.0;1.0;6.0;133.0;61.0;100.0;PSIM Yogyakarta;;0.0;0.0;2.25;0;0.0;0 - 1;2.9;Persita Tangerang;;0.0;1.0;3.1;1;1.0;-0.25;8 - 2;5-1;2.25;0.75;43 - 18;21 - 9;9.0;21.0;29.0;71.0;1.0;7.0;1.0;2.0;;;;;;;;48.0;85.0;18.0;43.0;30.0;70.0;5.0;13.0;1.0;5.0;;[6];[1];[False];['Persita Tangerang'];[0];[-1];['D'];['A'];0.07;0.0;0.93;0.13;0.0;0.87;0.5222222222222223;2.7111111111111112;1.3111111111111111;0.16414770669069115;0.5573994867408041;0.6578947368421053;0.9272795218179416;0.5674764821788038;0.5188660952806325;0.21111111111111125;3.3888888888888893;1.3831967213114753;4.0;0.5;1.0;;75653.0;Psim Yogyakarta;86576.0;Persita Tangerang
