Date;Match ID;League;country;Time;Status;Diff_Prob;OddAsianOverGoals_FT;AsianOverGoals_FT;OddAsianUnderGoals_FT;AsianUnderGoals_FT;corners_home;corners_away;corners_FT;corners_home_HT;corners_away_HT;Corners_HT;attack_FT;dangerous_attack_FT;possession_FT;Home;Home Pos;Home Red Cards;Home Yellow Cards;Odd_H_FT;Goals_H_HT;Goals_H_FT;Score;Odd_D_FT;Away;Away Pos;Away Red Cards;Away Yellow Cards;Odd_A_FT;Goals_A_HT;Goals_A_FT;Handicap;Corners (FT);Corners (HT);Total Goals Line (FT);Total Goals Line (HT);Dangerous Attacks (FT);Dangerous Attacks (HT);half_dangerous_attack_away;half_dangerous_attack_home;half_possession_away;half_possession_home;half_shoot_off_target_away;half_shoot_off_target_home;half_shoot_on_target_away;half_shoot_on_target_home;odds_lose_odds;odds_win_odds;odds_draw_odds;handicap_goal_over_line;handicap_goal_over_odds;handicap_goal_under_odds;handicap_goal_under_line;attack_away;attack_home;dangerous_attack_away;dangerous_attack_home;possession_away;possession_home;shoot_off_target_away;shoot_off_target_home;shoot_on_target_away;shoot_on_target_home;GoalMinutes;goal_minutes_real;goal_periods;is_extra_time;goal_scorers;goal_diff_before_list;goal_diff_after_list;period_result_before_list;period_result_after_list;pct_time_drawing;pct_time_home_winning;pct_time_away_winning;pct_time_drawing_HT;pct_time_home_winning_HT;pct_time_away_winning_HT;btts_liga;avg_goals_liga;Mg_Liga;conv_liga;home_bias_liga;cs_fav_liga;cv_Mg_Liga;liga_risco;liga_stability;liga_over_bias;liga_lambda_cap;liga_squeeze_power;liga_discrepancy_limit;liga_underdog_penalty;liga_calibration_factor;category;api_H_id;api_H_team;api_A_id;api_A_team
2026-04-30;193742580;Poland Youth League;Poland;06:00;Full;-0.504225352112676;1.825;3.5;1.975;3.5;7.0;7.0;;3.0;2.0;5.0;155.0;77.0;100.0;Wisla Krakow U19;;0.0;2.0;5.0;0;2.0;2 - 3;4.75;Legia Warsaw U19;;0.0;1.0;1.42;2;3.0;+1.25;7 - 7;3-2;3.5;1.5;41 - 36;24 - 14;14.0;24.0;49.0;51.0;0.0;3.0;3.0;3.0;;;;;;;;73.0;82.0;36.0;41.0;51.0;49.0;1.0;5.0;5.0;9.0;;[29 41 76 81 83];[1 1 2 2 2];[False False False False False];"['Legia Warsaw U19' 'Legia Warsaw U19' 'Legia Warsaw U19'
 'Wisla Krakow U19' 'Wisla Krakow U19']";[ 0 -1 -2 -3 -2];[-1 -2 -3 -2 -1];['D' 'A' 'A' 'A' 'A'];['A' 'A' 'A' 'A' 'A'];0.32;0.0;0.68;0.64;0.0;0.36;0.6027397260273972;3.3972602739726026;1.7808219178082192;0.13703309943500475;0.5527836134453781;0.35294117647058826;0.8841461036932023;0.5813653565288677;0.530744403546972;0.8972602739726026;4.0;1.1038306451612905;4.0;0.6470588235294117;1.0;Youth;;;;
2026-04-30;193742577;Poland Youth League;Poland;06:00;Full;0.08050089445438285;1.95;3.0, 3.5;1.85;3.0, 3.5;9.0;6.0;;4.0;2.0;6.0;202.0;136.0;100.0;Lechia Gdansk U19;;0.0;4.0;2.15;0;2.0;2 - 2;4.0;Stal Rzeszow U19;;0.0;3.0;2.6;1;2.0;-0.25;9 - 6;4-2;3.25;1.25;83 - 53;36 - 22;22.0;36.0;42.0;58.0;1.0;6.0;5.0;2.0;;;;;;;;89.0;113.0;53.0;83.0;42.0;58.0;6.0;9.0;10.0;8.0;;[11 59 61 70];[1 2 2 2];[False False False False];"['Stal Rzeszow U19' 'Lechia Gdansk U19' 'Stal Rzeszow U19'
 'Lechia Gdansk U19']";[ 0 -1  0 -1];[-1  0 -1  0];['D' 'A' 'D' 'A'];['A' 'D' 'A' 'D'];0.37;0.0;0.63;0.24;0.0;0.76;0.5972222222222222;3.388888888888889;1.8055555555555556;0.1372528352436559;0.5535714285714285;0.35294117647058826;0.8702086561617112;0.5445543786430779;0.5346996960501359;0.8888888888888888;4.0;1.1065573770491803;4.0;0.6470588235294117;1.0;Youth;;;;
2026-04-30;193773967;Bangladesh Premier League;Bangladesh;06:30;Full;-0.2698412698412699;1.825;2.5, 3.0;1.975;2.5, 3.0;5.0;10.0;;2.0;3.0;5.0;0.0;0.0;;Mohammedan Dhaka;;0.0;2.0;3.5;1;1.0;1 - 2;3.6;Bashundhara Kings;;0.0;2.0;1.8;1;2.0;+0.5;5 - 10;2-3;2.75;1.0;-;-;0.0;0.0;;;0.0;0.0;1.0;1.0;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;2.0;1.0;;[28 51 69];[1 1 2];[False  True False];['Mohammedan Dhaka' 'Bashundhara Kings' 'Bashundhara Kings'];[0 1 0];[ 1  0 -1];['D' 'H' 'D'];['H' 'D' 'A'];0.51;0.26;0.23;0.55;0.45;0.0;0.5;2.652173913043478;1.391304347826087;0.20519217115568192;0.5869918699186992;0.55;0.9640454763939068;0.7156911785477225;0.5091531800149831;0.15217391304347805;3.3152173913043477;1.4139344262295084;4.0;0.5;1.0;;275093.0;Mohammedan SC Dhaka;368524.0;Bashundhara Kings
2026-04-30;193724401;India League Women;India;06:30;Full;0.36909304038107676;1.975;3.0;1.825;3.0;10.0;1.0;;4.0;1.0;5.0;239.0;177.0;100.0;Sribhumi FC (W);;0.0;2.0;1.667;0;2.0;2 - 2;3.6;Garhwal United (W);;0.0;2.0;4.333;2;2.0;-1.5;10 - 1;4-1;3.0;1.25;91 - 86;51 - 41;41.0;51.0;44.0;56.0;2.0;7.0;3.0;1.0;;;;;;;;125.0;114.0;86.0;91.0;42.0;58.0;6.0;12.0;4.0;6.0;;[ 6  8 71 80];[1 1 2 2];[False False False False];"['Garhwal United (W)' 'Garhwal United (W)' 'Sribhumi FC (W)'
 'Sribhumi FC (W)']";[ 0 -1 -2 -1];[-1 -2 -1  0];['D' 'A' 'A' 'A'];['A' 'A' 'A' 'D'];0.18;0.0;0.82;0.13;0.0;0.87;0.5185185185185185;3.0;1.8148148148148149;0.17034162233031;0.44578754578754576;0.4666666666666667;0.9425390398984073;0.7718125844480395;0.5147901686713585;0.5;3.75;1.25;4.0;0.5333333333333333;1.0;Women;;;;
2026-04-30;193724392;India League Women;India;06:30;Full;0.5403726708074534;1.85;3.0;1.95;3.0;3.0;3.0;;2.0;3.0;5.0;301.0;129.0;100.0;East Bengal Club (W);;0.0;0.0;1.4;0;1.0;1 - 0;4.5;Sethu FC (W);;0.0;1.0;5.75;0;0.0;-1.25;3 - 3;2-3;3.0;1.25;80 - 49;41 - 23;23.0;41.0;40.0;60.0;1.0;4.0;1.0;2.0;;;;;;;;137.0;164.0;49.0;80.0;42.0;58.0;3.0;7.0;3.0;3.0;;[64];[2];[False];['East Bengal Club (W)'];[0];[1];['D'];['H'];0.71;0.29;0.0;1.0;0.0;0.0;0.52;3.12;1.92;0.14146895211673483;0.42043650793650794;0.46153846153846156;0.9011068939139569;0.6620483847788856;0.5260093491856326;0.6200000000000001;3.9000000000000004;1.2019230769230769;4.0;0.5384615384615384;1.0;Women;;;;
2026-04-30;193773963;Bangladesh Premier League;Bangladesh;06:30;Full;0.4666666666666666;1.9;3.0;1.9;3.0;4.0;1.0;;1.0;0.0;1.0;127.0;135.0;;Brothers Union;;0.0;1.0;1.5;0;2.0;2 - 2;4.0;Arambagh KS;;0.0;3.0;5.0;2;2.0;-1.25;4 - 1;1-0;3.0;1.25;87 - 48;38 - 17;17.0;38.0;;;1.0;4.0;2.0;1.0;;;;;;;;66.0;61.0;48.0;87.0;;;9.0;11.0;5.0;7.0;;[14 53 51 81];[1 1 2 2];[False  True False False];['Arambagh KS' 'Arambagh KS' 'Brothers Union' 'Brothers Union'];[ 0 -1 -2 -1];[-1 -2 -1  0];['D' 'A' 'A' 'A'];['A' 'A' 'A' 'D'];0.26;0.0;0.74;0.26;0.0;0.74;0.4888888888888889;2.6222222222222222;1.4222222222222223;0.20701472050012926;0.5891666666666666;0.5789473684210527;0.9420168179864504;0.6667736375743908;0.514928599350048;0.12222222222222223;3.2777777777777777;1.430084745762712;4.0;0.5;1.0;;336965.0;Brothers Union;391632.0;Arambagh KS
2026-04-30;193730200;Australia Cup Qualifying;Australia;06:30;Full;0.37849462365591396;1.8;4.0;2.0;4.0;11.0;4.0;;8.0;1.0;9.0;127.0;92.0;;Wynnum Wolves;;0.0;1.0;1.55;0;0.0;0 - 3;5.0;Rochedale Rovers;;0.0;0.0;3.75;0;3.0;-1.0;11 - 4;8-1;4.0;1.5;52 - 40;28 - 16;16.0;28.0;;;1.0;3.0;2.0;4.0;;;;;;;;63.0;64.0;40.0;52.0;;;3.0;4.0;11.0;6.0;;[69 87 95];[2 2 2];[False False  True];['Rochedale Rovers' 'Rochedale Rovers' 'Rochedale Rovers'];[ 0 -1 -2];[-1 -2 -3];['D' 'A' 'A'];['A' 'A' 'A'];0.73;0.0;0.27;1.0;0.0;0.0;0.6181818181818182;4.0;2.2181818181818183;0.21698112493056795;0.5216346153846154;0.27586206896551724;0.7031915005192398;0.3587132348049452;0.58713303800256;1.5;4.0;0.9375;4.0;0.7241379310344828;1.0;;91134.0;Wynnum Wolves FC;91146.0;Rochedale Rovers
2026-04-30;193723953;Ethiopia Premier League;Ethiopia;07:00;Schedule;-0.023809523809523836;1.825;1.5;1.975;1.5;3.0;2.0;;0.0;1.0;1.0;169.0;66.0;100.0;Hadiya Hossana;;0.0;4.0;3.0;0;0.0;0 - 1;2.4;Mekelle 70 Enderta FC;;0.0;2.0;2.8;0;1.0;+0.25 ( 0.0);3 - 2;0-1;1.5 ( 1.5);0.75;31 - 27;18 - 17;17.0;18.0;64.0;36.0;2.0;2.0;0.0;1.0;;;;;;;;93.0;76.0;32.0;34.0;56.0;44.0;5.0;4.0;1.0;2.0;;[49];[2];[False];['Mekelle 70 Enderta FC'];[0];[-1];['D'];['A'];0.54;0.0;0.46;1.0;0.0;0.0;0.42338709677419356;1.7943548387096775;0.8024193548387096;0.1315817676525122;0.4836113125453227;;1.0257042897213133;0.5496678895789184;0.49365546840875535;-0.7056451612903225;2.242943548387097;2.0;4.0;0.7;0.9309524280651731;;669303.0;Hadiya Hossana FC;402253.0;Mekelle 70 Enderta FC
2026-04-30;193743274;Poland III Liga;Poland;07:00;Full;0.13066202090592338;1.85;3.0, 3.5;1.95;3.0, 3.5;6.0;6.0;;2.0;3.0;5.0;138.0;75.0;100.0;Wisla Plock II;;0.0;2.0;2.05;0;0.0;0 - 1;3.8;Widzew Lodz II;;0.0;2.0;2.8;0;1.0;-0.25;6 - 6;2-3;3.25;1.25;38 - 37;21 - 20;20.0;21.0;48.0;52.0;6.0;1.0;2.0;2.0;;;;;;;;65.0;73.0;37.0;38.0;45.0;55.0;9.0;4.0;6.0;2.0;;[67];[2];[False];['Widzew Lodz II'];[0];[-1];['D'];['A'];0.74;0.0;0.26;1.0;0.0;0.0;0.5640243902439024;3.1097560975609757;1.6219512195121952;0.15543411961609424;0.5545641341757847;0.3670886075949367;0.9244172281237215;0.67715692578119;0.5196378339301115;0.6097560975609757;3.8871951219512195;1.2058823529411764;4.0;0.6329113924050633;1.0;Youth;673713.0;Wisla Plock II;728523.0;Widzew Lodz II
2026-04-30;193723957;Ethiopia Premier League Women;Ethiopia;07:00;Full;0.7735646958011996;1.925;3.0, 3.5;1.875;3.0, 3.5;2.0;2.0;;1.0;0.0;1.0;184.0;82.0;100.0;Ethio Electric FC (W);;1.0;2.0;1.167;2;2.0;2 - 1;7.5;Yirga Chefe Bunna (W);;0.0;0.0;12.0;0;1.0;-2.25;2 - 2;1-0;3.25;1.25;52 - 30;34 - 12;12.0;34.0;33.0;67.0;2.0;5.0;0.0;5.0;;;;;;;;80.0;104.0;30.0;52.0;39.0;61.0;5.0;11.0;1.0;6.0;;[18 44 92];[1 1 2];[False False  True];['Ethio Electric FC (W)' 'Ethio Electric FC (W)' 'Yirga Chefe Bunna (W)'];[0 1 2];[1 2 1];['D' 'H' 'H'];['H' 'H' 'H'];0.2;0.8;0.0;0.4;0.6;0.0;0.38461538461538464;2.5128205128205128;1.5384615384615385;0.1584893073256693;0.537920489296636;0.6885245901639344;0.8254570311923135;0.34325249295394633;0.547808018985164;0.012820512820512775;3.141025641025641;1.4923469387755102;4.0;0.5;0.9859461217570248;Women;;;;
2026-04-30;193742585;Poland Youth League;Poland;07:30;Schedule;-0.12962962962962965;1.825;3.5;1.975;3.5;3.0;3.0;;3.0;2.0;5.0;113.0;51.0;100.0;Escola Varsovia U19;;0.0;0.0;2.7;1;1.0;1 - 2;4.0;Lech Poznan U19;;0.0;1.0;2.0;2;2.0;+0.25 ( 0.0);3 - 3;3-2;3.5 (4.25);1.5;28 - 16;20 - 11;11.0;20.0;46.0;54.0;3.0;4.0;2.0;6.0;;;;;;;;49.0;64.0;17.0;34.0;46.0;54.0;6.0;10.0;2.0;7.0;;[26 36 44];[1 1 1];[False False False];['Escola Varsovia U19' 'Lech Poznan U19' 'Lech Poznan U19'];[0 1 0];[ 1  0 -1];['D' 'H' 'D'];['H' 'D' 'A'];0.38;0.11;0.51;0.76;0.22;0.02;0.6;3.3733333333333335;1.7466666666666666;0.13855967917236953;0.5505693581780539;0.3684210526315789;0.8983227593710402;0.6204023481677877;0.526780809566506;0.8733333333333335;4.0;1.1116600790513833;4.0;0.631578947368421;1.0;Youth;;;;
2026-04-30;193819859;Algeria U20 League;Algeria;07:45;Schedule;-0.32476857194143144;1.85;2.5;1.95;2.5;1.0;3.0;;1.0;3.0;4.0;84.0;89.0;;CB Mila U20;;0.0;1.0;4.333;1;2.0;2 - 0;3.4;MO Constantine U20;;0.0;1.0;1.8;0;0.0;+0.5 (+0.25);1 - 3;1-3;2.5 (3.25);nan;34 - 49;25 - 39;39.0;25.0;;;1.0;3.0;2.0;6.0;;;;;;;;42.0;42.0;52.0;37.0;;;1.0;3.0;2.0;7.0;;[39 47];[1 2];[False False];['CB Mila U20' 'CB Mila U20'];[0 1];[1 2];['D' 'H'];['H' 'H'];0.43;0.57;0.0;0.87;0.13;0.0;0.5067567567567568;3.3716216216216215;1.9391891891891893;0.1475018537177687;0.6129010469436001;0.44776119402985076;1.0122854111376252;0.9083290101261426;0.49694739844814567;0.8716216216216215;4.0;1.1122244488977957;4.0;0.5522388059701493;1.0;Youth;;;;
2026-04-30;193828282;India Sikkim Premier League;India;08:00;Schedule;0.4666666666666666;2.0;2.5;1.8;2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;100.0;Thunderbolt North United;;0.0;0.0;1.5;0;0.0;0 - 0;4.0;Red Panda FC;;0.0;0.0;5.0;0;0.0;-1.0;0 - 0;0-0;2.5;1.0;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;50.0;50.0;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;0.51;2.5;;0.1;0.55;;0.0;;1.0;;;;2.5;0.7;0.9108;;;;;
2026-04-30;193848588;India Delhi Senior Division;India;08:00;Half;-0.00886524822695034;1.85;2.5, 3.0;1.95;2.5, 3.0;3.0;1.0;;3.0;1.0;4.0;136.0;65.0;;Noida City FC;;0.0;2.0;2.4;1;1.0;1 - 1;3.7;Northern United FC;;0.0;0.0;2.35;1;1.0;0.0 ( -0.5);3 - 1;3-1;2.75 ( 3.5);nan;33 - 32;33 - 32;32.0;33.0;;;3.0;0.0;1.0;1.0;;;;;;;;74.0;62.0;32.0;33.0;;;3.0;0.0;1.0;1.0;;[ 4 20];[1 1];[False False];['Noida City FC' 'Northern United FC'];[0 1];[1 0];['D' 'H'];['H' 'D'];0.82;0.18;0.0;0.64;0.36;0.0;0.35714285714285715;2.7857142857142856;1.6428571428571428;0.13490053217310125;0.5498168498168498;0.46153846153846156;0.8318722751610458;0.39699677092997454;0.5458895871504398;0.2857142857142856;3.4821428571428568;1.3461538461538463;4.0;0.5384615384615384;0.8713562015374502;;;;174602.0;Northeast United FC
