Date;Match ID;League;country;Time;Status;Stats;Diff_Prob;OddAsianOverGoals_FT;AsianOverGoals_FT;OddAsianUnderGoals_FT;AsianUnderGoals_FT;corners_home;corners_away;corners_FT;corners_home_HT;corners_away_HT;Corners_HT;attack_FT;dangerous_attack_FT;possession_FT;Home;Home Pos;Home Red Cards;Home Yellow Cards;Odd_H_FT;Goals_H_HT;Goals_H_FT;Score;Odd_D_FT;Away;Away Pos;Away Red Cards;Away Yellow Cards;Odd_A_FT;Goals_A_HT;Goals_A_FT;Handicap;Corners (FT);Corners (HT);Total Goals Line (FT);Total Goals Line (HT);Dangerous Attacks (FT);Dangerous Attacks (HT);half_dangerous_attack_away;half_dangerous_attack_home;half_possession_away;half_possession_home;half_shoot_off_target_away;half_shoot_off_target_home;half_shoot_on_target_away;half_shoot_on_target_home;odds_lose_odds;odds_win_odds;odds_draw_odds;handicap_goal_over_line;handicap_goal_over_odds;handicap_goal_under_odds;handicap_goal_under_line;attack_away;attack_home;dangerous_attack_away;dangerous_attack_home;possession_away;possession_home;shoot_off_target_away;shoot_off_target_home;shoot_on_target_away;shoot_on_target_home;GoalMinutes;goal_minutes_real;goal_periods;is_extra_time;goal_scorers;goal_diff_before_list;goal_diff_after_list;period_result_before_list;period_result_after_list;pct_time_drawing;pct_time_home_winning;pct_time_away_winning;pct_time_drawing_HT;pct_time_home_winning_HT;pct_time_away_winning_HT;api_H_id;api_A_id;api_H_name;api_A_name;odd_yes_abertura;odd_yes_fechamento;category
2026-05-11;194318408;Ethiopia Premier League;Ethiopia;09:00;Full;True;0.04285714285714287;1.875;1.5, 2.0;1.925;1.5, 2.0;1.0;5.0;;1.0;1.0;2.0;177.0;68.0;100.0;Ethiopian Medhin;15.0;0.0;0.0;2.5;0;2.0;2 - 1;2.5;Ethiopia Nigd Bank;12.0;0.0;3.0;2.8;0;1.0;0.0;1 - 5;1-1;1.75;0.75;37 - 31;15 - 15;15.0;15.0;47.0;53.0;0.0;2.0;0.0;1.0;;;;;;;;88.0;89.0;31.0;37.0;54.0;46.0;2.0;4.0;1.0;6.0;;[57 71 83];[2 2 2];[False False False];['Ethiopian Medhin' 'Ethiopia Nigd Bank' 'Ethiopian Medhin'];[0 1 0];[1 0 1];['D' 'H' 'D'];['H' 'D' 'H'];0.77;0.23;0.0;1.0;0.0;0.0;;;;;;;
2026-05-11;194318418;Hong Kong U22 Cup;Hong Kong;09:30;Full;True;-0.17948717948717957;2.0;3.0, 3.5;1.8;3.0, 3.5;1.0;4.0;;0.0;4.0;4.0;195.0;94.0;100.0;Eastern District U22;;0.0;3.0;3.0;0;0.0;0 - 2;3.8;Kitchee U22;;0.0;4.0;1.95;1;2.0;+0.5;1 - 4;0-4;3.25;1.25;41 - 53;13 - 33;33.0;13.0;71.0;29.0;3.0;2.0;2.0;0.0;;;;;;;;119.0;76.0;53.0;41.0;63.0;37.0;7.0;5.0;3.0;1.0;;[25 82];[1 2];[False False];['Kitchee U22' 'Kitchee U22'];[ 0 -1];[-1 -2];['D' 'A'];['A' 'A'];0.28;0.0;0.72;0.56;0.0;0.44;;;;;;;Youth
2026-05-11;194315945;Uruguay Reserve League;Uruguay;09:30;Full;True;0.2923976608187135;1.85;2.5;1.95;2.5;8.0;3.0;;2.0;3.0;5.0;209.0;143.0;100.0;Club Atletico Progreso Reserves;;0.0;1.0;1.8;0;0.0;0 - 1;3.6;Albion FC Reserves;;0.0;1.0;3.8;0;1.0;-0.5;8 - 3;2-3;2.5;1.0;100 - 43;35 - 21;21.0;35.0;28.0;72.0;0.0;2.0;0.0;0.0;;;;;;;;74.0;135.0;43.0;100.0;30.0;70.0;0.0;6.0;1.0;5.0;;[59];[2];[False];['Albion FC Reserves'];[0];[-1];['D'];['A'];0.66;0.0;0.34;1.0;0.0;0.0;;;;;;;Youth
2026-05-11;194430128;Malaysia Liga A1 Semi Pro;Malaysia;09:45;Full;True;0.1774193548387097;1.8;2.5;2.0;2.5;7.0;2.0;;4.0;1.0;5.0;112.0;81.0;100.0;Johor Darul Ta'zim II;;0.0;2.0;2.0;1;3.0;3 - 2;3.5;Selangor II;;0.0;1.0;3.1;1;2.0;-0.25;7 - 2;4-1;2.5;1.0;51 - 30;26 - 16;16.0;26.0;43.0;57.0;4.0;5.0;2.0;4.0;;;;;;;;62.0;50.0;30.0;51.0;48.0;52.0;5.0;10.0;4.0;8.0;;[ 7 45 82 86 91];[1 1 2 2 2];[False False False False  True];"[""Johor Darul Ta'zim II"" 'Selangor II' 'Selangor II'
 ""Johor Darul Ta'zim II"" ""Johor Darul Ta'zim II""]";[ 0  1  0 -1  0];[ 1  0 -1  0  1];['D' 'H' 'D' 'A' 'D'];['H' 'D' 'A' 'D' 'H'];0.54;0.42;0.04;0.16;0.84;0.0;3327.0;;johor darul ta'zim;;;;Youth
2026-05-11;194473857;Syria Division 2;Syria;10:00;Full;True;-0.06349206349206349;;;;;3.0;6.0;;1.0;3.0;4.0;0.0;0.0;;Al-Jehad;;1.0;1.0;2.625;0;0.0;0 - 2;3.5;Khattab;;0.0;3.0;2.25;1;2.0;nan;3 - 6;1-3;;nan;-;-;0.0;0.0;;;0.0;0.0;1.0;0.0;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;2.0;0.0;;[32 76];[1 2];[False False];['Khattab' 'Khattab'];[ 0 -1];[-1 -2];['D' 'A'];['A' 'A'];0.36;0.0;0.64;0.71;0.0;0.29;;;;;;;
2026-05-11;194318411;Ethiopia Premier League;Ethiopia;10:00;Full;True;0.22972972972972977;1.875;1.5, 2.0;1.925;1.5, 2.0;3.0;4.0;;2.0;0.0;2.0;220.0;196.0;100.0;Negelle Arsi;3.0;0.0;1.0;2.0;2;3.0;3 - 0;2.9;Dire Dawa;17.0;0.0;1.0;3.7;0;0.0;-0.25;3 - 4;2-0;1.75;0.75;76 - 120;48 - 46;46.0;48.0;56.0;44.0;0.0;3.0;1.0;2.0;;;;;;;;147.0;73.0;120.0;76.0;64.0;36.0;4.0;4.0;1.0;4.0;;[18 48 61];[1 1 2];[False  True False];['Negelle Arsi' 'Negelle Arsi' 'Negelle Arsi'];[0 1 2];[1 2 3];['D' 'H' 'H'];['H' 'H' 'H'];0.2;0.8;0.0;0.38;0.62;0.0;;;;;;;
2026-05-11;194314524;Portugal U23 Cup;Portugal;10:00;Full;True;0.14297729184188396;1.975;3.0;1.825;3.0;6.0;3.0;;1.0;3.0;4.0;232.0;106.0;100.0;Famalicao U23;;0.0;0.0;2.05;1;1.0;1 - 4;3.5;Gil Vicente U23;;0.0;5.0;2.9;3;4.0;-0.25;6 - 3;1-3;3.0;1.25;65 - 41;20 - 24;24.0;20.0;35.0;65.0;3.0;0.0;5.0;4.0;;;;;;;;74.0;158.0;41.0;65.0;32.0;68.0;3.0;9.0;7.0;7.0;;[ 7 16 39 47 70];[1 1 1 1 2];[False False False  True False];"['Gil Vicente U23' 'Gil Vicente U23' 'Gil Vicente U23' 'Famalicao U23'
 'Gil Vicente U23']";[ 0 -1 -2 -3 -2];[-1 -2 -3 -2 -3];['D' 'A' 'A' 'A' 'A'];['A' 'A' 'A' 'A' 'A'];0.08;0.0;0.92;0.15;0.0;0.85;49531.0;3010.0;fc famalicao;gil vicente barcelos;;;Youth
2026-05-11;194430385;Paraguay Tercera Division;Paraguay;10:00;Full;True;0.2350427350427351;2.0;2.0, 2.5;1.8;2.0, 2.5;2.0;4.0;;0.0;2.0;2.0;265.0;238.0;100.0;River Plate Asuncion;;0.0;3.0;1.95;0;0.0;0 - 0;3.25;Club Sport Colombia;;0.0;3.0;3.6;0;0.0;-0.5;2 - 4;0-2;2.25;0.75;118 - 120;56 - 50;50.0;56.0;43.0;57.0;0.0;0.0;0.0;0.0;;;;;;;;139.0;126.0;120.0;118.0;47.0;53.0;0.0;1.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;;;
2026-05-11;194324947;Egypt Second Division B;Egypt;10:30;Full;True;0.0639097744360902;1.775;2.0;2.025;2.0;1.0;2.0;;0.0;1.0;1.0;132.0;93.0;100.0;Team FC Cairo;;0.0;5.0;2.375;1;2.0;2 - 1;3.0;El Alominiom;;0.0;1.0;2.8;0;1.0;0.0;1 - 2;0-1;2.0;0.75;34 - 59;17 - 23;23.0;17.0;63.0;37.0;4.0;4.0;1.0;4.0;;;;;;;;74.0;58.0;59.0;34.0;63.0;37.0;5.0;4.0;5.0;5.0;;[13 63 71];[1 2 2];[False False False];['Team FC Cairo' 'El Alominiom' 'Team FC Cairo'];[0 1 0];[1 0 1];['D' 'H' 'D'];['H' 'D' 'H'];0.23;0.77;0.0;0.29;0.71;0.0;;;;;;;Youth
2026-05-11;194203859;India Super League;India;11:00;Full;True;0.29914529914529914;1.9;2.5;1.9;2.5;2.0;4.0;;1.0;1.0;2.0;237.0;123.0;100.0;East Bengal Club;;0.0;3.0;1.8;0;0.0;0 - 0;3.5;Punjab FC;;0.0;0.0;3.9;0;0.0;-0.5;2 - 4;1-1;2.5;1.0;67 - 56;33 - 28;28.0;33.0;52.0;48.0;4.0;2.0;2.0;2.0;;;;;;;;112.0;125.0;56.0;67.0;49.0;51.0;6.0;13.0;7.0;2.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;40655.0;275171.0;sc east bengal;punjab fc;1.8;1.8;
2026-05-11;194430969;Uzbekistan Cup;Uzbekistan;11:00;Full;True;0.8757419865453107;1.9;4.0, 4.5;1.9;4.0, 4.5;2.0;2.0;;2.0;0.0;2.0;182.0;97.0;100.0;Bunyodkor Tashkent;;0.0;0.0;1.083;1;2.0;2 - 1;10.0;PFC Terdu;;0.0;0.0;21.0;1;1.0;-3.0;2 - 2;2-0;4.25;1.75;54 - 43;29 - 16;16.0;29.0;36.0;64.0;2.0;4.0;2.0;5.0;;;;;;;;81.0;101.0;43.0;54.0;43.0;57.0;4.0;9.0;5.0;11.0;;[ 5  9 60];[1 1 2];[False False False];['Bunyodkor Tashkent' 'PFC Terdu' 'Bunyodkor Tashkent'];[0 1 0];[1 0 1];['D' 'H' 'D'];['H' 'D' 'H'];0.62;0.38;0.0;0.91;0.09;0.0;;;;;;;
2026-05-11;194430077;Kazakhstan Super League Women;Kazakhstan;11:00;Full;True;-0.8222222222222222;1.975;3.5, 4.0;1.825;3.5, 4.0;4.0;4.0;;2.0;2.0;4.0;129.0;84.0;100.0;Kaisar Kyzylorda (W);;0.0;1.0;15.0;2;2.0;2 - 1;7.5;Kairat Almaty (W);;1.0;4.0;1.125;1;1.0;+2.5;4 - 4;2-2;3.75;1.5;37 - 47;15 - 25;25.0;15.0;61.0;39.0;2.0;0.0;3.0;6.0;;;;;;;;75.0;54.0;47.0;37.0;59.0;41.0;8.0;3.0;3.0;7.0;;[ 5 31 44];[1 1 1];[False False False];['Kairat Almaty (W)' 'Kaisar Kyzylorda (W)' 'Kaisar Kyzylorda (W)'];[ 0 -1  0];[-1  0  1];['D' 'A' 'D'];['A' 'D' 'H'];0.2;0.51;0.29;0.4;0.02;0.58;;;;;;;Women
2026-05-11;194376249;UAE Reserve League;UAE;11:10;Full;True;0.6445444319460067;1.975;3.5;1.825;3.5;2.0;5.0;;2.0;3.0;5.0;175.0;113.0;100.0;Sharjah SCC U23;;0.0;2.0;1.27;1;1.0;1 - 1;5.75;Al Bataeh U23;;0.0;0.0;7.0;0;1.0;-1.75;2 - 5;2-3;3.5;1.5;55 - 58;27 - 23;23.0;27.0;42.0;58.0;3.0;2.0;0.0;3.0;;;;;;;;83.0;92.0;58.0;55.0;44.0;56.0;7.0;3.0;5.0;3.0;;[47 46];[1 2];[ True False];['Sharjah SCC U23' 'Al Bataeh U23'];[0 1];[1 0];['D' 'H'];['H' 'D'];1.01;-0.01;0.0;1.0;0.0;0.0;34060.0;634516.0;sharjah fc;al bataeh (uae);;;Youth
2026-05-11;194376255;UAE Reserve League;UAE;11:10;Full;True;-0.5963413930405679;2.0;3.0;1.8;3.0;5.0;3.0;;1.0;2.0;3.0;183.0;112.0;100.0;Al Dhafra SCC U23;;0.0;2.0;6.5;0;1.0;1 - 2;4.75;Al Ain SCC U23;;0.0;0.0;1.333;1;2.0;+1.5;5 - 3;1-2;3.0;1.25;49 - 63;20 - 33;33.0;20.0;63.0;37.0;2.0;1.0;3.0;0.0;;;;;;;;107.0;76.0;63.0;49.0;63.0;37.0;4.0;1.0;7.0;2.0;;[47 51 95];[1 2 2];[ True False  True];['Al Ain SCC U23' 'Al Ain SCC U23' 'Al Dhafra SCC U23'];[ 0 -1 -2];[-1 -2 -1];['D' 'A' 'A'];['A' 'A' 'A'];0.49;0.0;0.51;1.0;0.0;0.0;81305.0;37082.0;al dhafra ssc;al ain fc;;;Youth
2026-05-11;194271000;UAE Pro League;UAE;11:10;Full;True;0.30115830115830117;1.8;2.5, 3.0;2.0;2.5, 3.0;4.0;11.0;;1.0;7.0;8.0;168.0;63.0;100.0;Al Nasr SC;;0.0;2.0;1.75;1;2.0;2 - 1;3.7;Al Ittihad Kalba;;1.0;1.0;3.7;0;1.0;-0.75;4 - 11;1-7;2.75;1.25;24 - 39;15 - 24;24.0;15.0;46.0;54.0;7.0;4.0;2.0;1.0;;;;;;;;68.0;100.0;39.0;24.0;42.0;58.0;9.0;9.0;4.0;2.0;;[14 64 72];[1 2 2];[False False False];['Al Nasr SC' 'Al Ittihad Kalba' 'Al Nasr SC'];[0 1 0];[1 0 1];['D' 'H' 'D'];['H' 'D' 'H'];0.24;0.76;0.0;0.31;0.69;0.0;46332.0;55705.0;al-nasr dubai csc;ittihad kalba fc;1.66;1.66;
