Date;Match ID;League;country;Time;Status;Stats;Diff_Prob;OddAsianOverGoals_FT;AsianOverGoals_FT;OddAsianUnderGoals_FT;AsianUnderGoals_FT;corners_home;corners_away;corners_FT;corners_home_HT;corners_away_HT;Corners_HT;attack_FT;dangerous_attack_FT;possession_FT;Home;Home Pos;Home Red Cards;Home Yellow Cards;Odd_H_FT;Goals_H_HT;Goals_H_FT;Score;Odd_D_FT;Away;Away Pos;Away Red Cards;Away Yellow Cards;Odd_A_FT;Goals_A_HT;Goals_A_FT;Handicap;Corners (FT);Corners (HT);Total Goals Line (FT);Total Goals Line (HT);Dangerous Attacks (FT);Dangerous Attacks (HT);half_dangerous_attack_away;half_dangerous_attack_home;half_possession_away;half_possession_home;half_shoot_off_target_away;half_shoot_off_target_home;half_shoot_on_target_away;half_shoot_on_target_home;odds_lose_odds;odds_win_odds;odds_draw_odds;handicap_goal_over_line;handicap_goal_over_odds;handicap_goal_under_odds;handicap_goal_under_line;attack_away;attack_home;dangerous_attack_away;dangerous_attack_home;possession_away;possession_home;shoot_off_target_away;shoot_off_target_home;shoot_on_target_away;shoot_on_target_home;GoalMinutes;goal_minutes_real;goal_periods;is_extra_time;goal_scorers;goal_diff_before_list;goal_diff_after_list;period_result_before_list;period_result_after_list;pct_time_drawing;pct_time_home_winning;pct_time_away_winning;pct_time_drawing_HT;pct_time_home_winning_HT;pct_time_away_winning_HT;api_H_id;api_A_id;api_H_name;api_A_name;odd_yes_abertura;odd_yes_fechamento;category
2026-05-18;194763569;India I-League 3;India;00:30;Schedule;False;-0.33182503770739064;1.9;2.0, 2.5;1.9;2.0, 2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Chhaygaon FC;;0.0;0.0;3.9;0;0.0;0 - 0;3.8;KLASA;;0.0;0.0;1.7;0;0.0;+0.75;0 - 0;0-0;2.25;1.0;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;;;
2026-05-18;193268718;Australia NPL Victoria;Australia;06:30;Schedule;False;-0.5835208802200551;1.875;3.0;1.925;3.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;South Melbourne;;0.0;0.0;6.0;0;0.0;0 - 0;5.0;Caroline Springs George Cross;;0.0;0.0;1.333;0;0.0;+1.5;0 - 0;0-0;3.0;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;2944.0;610642.0;south melbourne fc;caroline springs george cross fc;;;
2026-05-18;194653313;Ukraine Vyscha Liga;Ukraine;07:00;Schedule;False;-0.42601092163891596;2.0;2.5, 3.0;1.8;2.5, 3.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Zorya;;0.0;0.0;4.75;0;0.0;0 - 0;3.8;Polissya Zhytomyr;;0.0;0.0;1.571;0;0.0;+1.0;0 - 0;0-0;2.75;1.0;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;5987.0;350828.0;fc zorya luhansk;fc polissya zhytomyr;;;
2026-05-18;194653308;Ukraine Vyscha Liga;Ukraine;07:00;Schedule;False;-0.5017626321974148;1.9;2.0, 2.5;1.9;2.0, 2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;FC Kudrivka;11.0;0.0;0.0;5.75;0;0.0;0 - 0;3.75;LNZ Cherkasy;1.0;0.0;0.0;1.48;0;0.0;+1.0;0 - 0;0-0;2.25;1.0;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;543813.0;312744.0;fk kudrivka;lnz cherkasy;;;
2026-05-18;194535907;Singapore Premier League;Singapore;08:30;Schedule;False;-0.5664711632453567;1.85;3.5;1.95;3.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Tanjong Pagar United;8.0;0.0;0.0;6.0;0;0.0;0 - 0;4.75;Hougang United FC;6.0;0.0;0.0;1.364;0;0.0;+1.5;0 - 0;0-0;3.5;1.5;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;3038.0;34083.0;tanjong pagar united;hougang united fc;;;
2026-05-18;194653354;Bhutan Premier League;Bhutan;09:00;Schedule;False;0.01010101010101011;1.85;4.0;1.95;4.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Thimphu City;;0.0;0.0;2.2;0;0.0;0 - 0;4.75;Drukpa FC;;0.0;0.0;2.25;0;0.0;0.0;0 - 0;0-0;4.0;1.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;;;
2026-05-18;194767938;Uruguay Reserve League;Uruguay;09:30;Schedule;False;0.32903879559930516;1.825;2.5, 3.0;1.975;2.5, 3.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Defensor Sporting Reserves;;0.0;0.0;1.727;0;0.0;0 - 0;3.5;Albion FC Reserves;;0.0;0.0;4.0;0;0.0;-0.75;0 - 0;0-0;2.75;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;;;Youth
2026-05-18;194649493;Armenia Premier League;Armenia;10:00;Schedule;False;-0.45614035087719296;1.9;2.5, 3.0;1.9;2.5, 3.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Shirak;;0.0;0.0;4.75;0;0.0;0 - 0;4.1;FC Urartu;;0.0;0.0;1.5;0;0.0;+1.0;0 - 0;0-0;2.75;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;;;
2026-05-18;194651020;Egypt Division 1;Egypt;11:00;Schedule;False;0.38095238095238093;1.85;1.5, 2.0;1.95;1.5, 2.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Talaea El Geish;;0.0;0.0;1.75;0;0.0;0 - 0;2.875;Pharco FC;;0.0;0.0;5.25;0;0.0;-0.5;0 - 0;0-0;1.75;0.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;43561.0;307074.0;talaea el gaish;pharco fc;;;
2026-05-18;194532483;India Super League;India;11:00;Schedule;False;-0.19696969696969696;1.9;2.0, 2.5;1.9;2.0, 2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Kerala Blasters;;0.0;0.0;3.3;0;0.0;0 - 0;3.25;FC Goa;;0.0;0.0;2.0;0;0.0;+0.25;0 - 0;0-0;2.25;1.0;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;174598.0;174594.0;kerala blasters fc;fc goa;;;
