Date;Match ID;League;country;Time;Status;Stats;Diff_Prob;OddAsianOverGoals_FT;AsianOverGoals_FT;OddAsianUnderGoals_FT;AsianUnderGoals_FT;corners_home;corners_away;corners_FT;corners_home_HT;corners_away_HT;Corners_HT;attack_FT;dangerous_attack_FT;possession_FT;Home;Home Pos;Home Red Cards;Home Yellow Cards;Odd_H_FT;Goals_H_HT;Goals_H_FT;Score;Odd_D_FT;Away;Away Pos;Away Red Cards;Away Yellow Cards;Odd_A_FT;Goals_A_HT;Goals_A_FT;Handicap;Corners (FT);Corners (HT);Total Goals Line (FT);Total Goals Line (HT);Dangerous Attacks (FT);Dangerous Attacks (HT);half_dangerous_attack_away;half_dangerous_attack_home;half_possession_away;half_possession_home;half_shoot_off_target_away;half_shoot_off_target_home;half_shoot_on_target_away;half_shoot_on_target_home;odds_lose_odds;odds_win_odds;odds_draw_odds;handicap_goal_over_line;handicap_goal_over_odds;handicap_goal_under_odds;handicap_goal_under_line;attack_away;attack_home;dangerous_attack_away;dangerous_attack_home;possession_away;possession_home;shoot_off_target_away;shoot_off_target_home;shoot_on_target_away;shoot_on_target_home;GoalMinutes;goal_minutes_real;goal_periods;is_extra_time;goal_scorers;goal_diff_before_list;goal_diff_after_list;period_result_before_list;period_result_after_list;pct_time_drawing;pct_time_home_winning;pct_time_away_winning;pct_time_drawing_HT;pct_time_home_winning_HT;pct_time_away_winning_HT;api_H_id;api_A_id;api_H_name;api_A_name;odd_yes_abertura;odd_yes_fechamento;category
2026-05-18;194651017;Egypt Division 1;Egypt;11:00;Schedule;False;0.3492063492063492;2.025;2.0, 2.5;1.775;2.0, 2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Kahraba Ismailia;;0.0;0.0;1.75;0;0.0;0 - 0;3.0;Haras El Hedoud;;0.0;0.0;4.5;0;0.0;-0.5;0 - 0;0-0;2.25;0.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;510490.0;43566.0;kahrabaa ismailia;haras el hodood;;;
2026-05-18;194696876;Chile Primera Division Women;Chile;12:00;Schedule;False;0.5324675324675325;1.85;3.0, 3.5;1.95;3.0, 3.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Magallanes (W);;0.0;0.0;1.4;0;0.0;0 - 0;4.5;Deportes Recoleta (W);;0.0;0.0;5.5;0;0.0;-1.25;0 - 0;0-0;3.25;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;;;Women
2026-05-18;194469907;Finland Veikkausliiga;Finland;12:00;Schedule;False;0.12121212121212122;1.95;2.0, 2.5;1.85;2.0, 2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Lahti;;0.0;0.0;2.2;0;0.0;0 - 0;3.2;VPS Vaasa;;0.0;0.0;3.0;0;0.0;-0.25;0 - 0;0-0;2.25;nan;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;2249.0;2246.0;fc lahti;vaasan palloseura;;;
2026-05-18;194652510;Oman League;Oman;12:20;Schedule;False;-0.24605669053023682;1.85;2.5;1.95;2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Al Shabab Seeb;;0.0;0.0;3.6;0;0.0;0 - 0;3.2;Al Seeb;;0.0;0.0;1.909;0;0.0;+0.5;0 - 0;0-0;2.5;1.0;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;57449.0;71044.0;al shabab;al-seeb;;;
2026-05-18;194652549;Oman League;Oman;12:20;Schedule;False;0.16369047619047616;1.8;2.0, 2.5;2.0;2.0, 2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Sohar Club;5.0;0.0;0.0;2.1;0;0.0;0 - 0;3.0;Saham;10.0;0.0;0.0;3.2;0;0.0;-0.25;0 - 0;0-0;2.25;1.0;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;99993.0;40647.0;sohar;saham;;;
2026-05-18;194652543;Oman League;Oman;12:20;Schedule;False;0.16849816849816845;1.75;2.0;2.05;2.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Oman FC;;0.0;0.0;2.1;0;0.0;0 - 0;3.0;Sur SC;;0.0;0.0;3.25;0;0.0;-0.25;0 - 0;0-0;2.0;0.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;57443.0;57439.0;oman club;sur sc;;;
2026-05-18;194652508;Oman League;Oman;12:20;Schedule;False;0.3055555555555556;1.95;2.5;1.85;2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Al-Nasr Salalah;;0.0;0.0;1.8;0;0.0;0 - 0;3.2;Samail;;0.0;0.0;4.0;0;0.0;-0.5;0 - 0;0-0;2.5;1.0;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;82259.0;185588.0;al nasr sc (oma);samail sc;;;
2026-05-18;194652517;Oman League;Oman;12:20;Schedule;False;-0.26742421189775817;1.75;2.0;2.05;2.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Bahla;;0.0;0.0;3.9;0;0.0;0 - 0;3.0;Al-Nahda;;0.0;0.0;1.909;0;0.0;+0.5;0 - 0;0-0;2.0;0.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;185578.0;40648.0;bahla club;al nahda;;;
2026-05-18;194652506;Oman League;Oman;12:20;Schedule;False;0.2222222222222222;2.05;2.0, 2.5;1.75;2.0, 2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Al Khaburah;;0.0;0.0;2.0;0;0.0;0 - 0;3.0;Al Rustaq;;0.0;0.0;3.6;0;0.0;-0.5;0 - 0;0-0;2.25;0.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;173430.0;185570.0;al-khaboora;al-rustaq;;;
2026-05-18;194652531;Oman League;Oman;12:20;Schedule;False;-0.15261627906976744;1.95;2.0, 2.5;1.85;2.0, 2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Ibri Club;13.0;0.0;0.0;3.2;0;0.0;0 - 0;3.0;Dhofar;11.0;0.0;0.0;2.15;0;0.0;+0.25;0 - 0;0-0;2.25;1.0;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;652894.0;57455.0;ibri;dhofar scsc;;;
2026-05-18;194589302;Finland Ykkosliiga;Finland;12:30;Schedule;False;0.5224071702944943;1.95;3.0, 3.5;1.85;3.0, 3.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;FC Haka;7.0;0.0;0.0;1.42;0;0.0;0 - 0;4.333;Klubi-04;10.0;0.0;0.0;5.5;0;0.0;-1.25;0 - 0;0-0;3.25;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;2240.0;5918.0;fc haka valkeakoski;hjk klubi 04;;;
2026-05-18;194688586;Croatia U19 League;Croatia;12:30;Schedule;False;-0.8222222222222222;1.85;3.5;1.95;3.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;NK Samobor U19;;0.0;0.0;15.0;0;0.0;0 - 0;7.5;Dinamo Zagreb U19;;0.0;0.0;1.125;0;0.0;+2.5;0 - 0;0-0;3.5;1.5;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;2032.0;;gnk dinamo zagreb;;;Youth
2026-05-18;194651106;Finland Kakkonen Group C;Finland;12:30;Schedule;False;-0.06511627906976741;1.85;4.0;1.95;4.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;SJK Akatemia II;;0.0;0.0;2.5;0;0.0;0 - 0;4.0;VPS-J;;0.0;0.0;2.15;0;0.0;0.0;0 - 0;0-0;4.0;1.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;1008155.0;22397.0;sjk akatemia/2;vps akatemia;;;Youth
2026-05-18;193336466;Poland I Liga;Poland;13:00;Schedule;False;-0.19696969696969696;1.95;2.5;1.85;2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Puszcza Niepolomice;;0.0;0.0;3.3;0;0.0;0 - 0;3.3;LKS Lodz;;0.0;0.0;2.0;0;0.0;+0.25;0 - 0;0-0;2.5;1.0;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;38729.0;3123.0;puszcza niepolomice;lks lodz;;;
2026-05-18;194639686;Chile Primera Division Women;Chile;13:00;Schedule;False;-0.956001912960306;1.975;4.5;1.825;4.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Universidad de Concepcion (W);;0.0;0.0;41.0;0;0.0;0 - 0;19.0;Colo Colo (W);;0.0;0.0;1.02;0;0.0;+4.0;0 - 0;0-0;4.5;2.0;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;5034.0;3155.0;universidad de concepcion;colo-colo;;;Women
2026-05-18;194651093;Finland Kakkonen Group A;Finland;13:00;Schedule;False;0.5579710144927538;1.85;3.0, 3.5;1.95;3.0, 3.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;HIFK;;0.0;0.0;1.38;0;0.0;0 - 0;4.333;Kiffen;;0.0;0.0;6.0;0;0.0;-1.25;0 - 0;0-0;3.25;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;142654.0;35393.0;hifk;fc kiffen;;;
2026-05-18;193710577;Bulgaria First League;Bulgaria;13:30;Schedule;False;-0.7349972722313147;1.95;2.5, 3.0;1.85;2.5, 3.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Montana 1921;;0.0;0.0;12.0;0;0.0;0 - 0;5.25;Spartak Varna;;0.0;0.0;1.222;0;0.0;+1.75;0 - 0;0-0;2.75;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;32642.0;3278.0;pfc montana 1921;fk spartak 1918 varna;;;
2026-05-18;194651102;Finland Kakkonen Group B;Finland;13:30;Schedule;False;0.8222222222222222;1.85;4.0;1.95;4.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;AIFK;;0.0;0.0;1.125;0;0.0;0 - 0;8.0;NJS;;0.0;0.0;15.0;0;0.0;-2.5;0 - 0;0-0;4.0;1.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;22399.0;;abo ifk turku;;;;Youth
2026-05-18;193710557;Bulgaria First League;Bulgaria;13:30;Schedule;False;0.45468509984639016;1.95;2.5, 3.0;1.85;2.5, 3.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Lokomotiv 1929 Sofia;;0.0;0.0;1.55;0;0.0;0 - 0;4.0;Slavia Sofia;;0.0;0.0;5.25;0;0.0;-1.0;0 - 0;0-0;2.75;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;3277.0;3274.0;fc lokomotiv 1929 sofia;pfc slavia sofia;;;
2026-05-18;193710540;Bulgaria First League;Bulgaria;13:30;Schedule;False;0.05303030303030304;1.825;2.0, 2.5;1.975;2.0, 2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Beroe;;0.0;0.0;2.4;0;0.0;0 - 0;3.25;Septemvri Sofia;;0.0;0.0;2.75;0;0.0;0.0;0 - 0;0-0;2.25;1.0;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;3281.0;214054.0;pfk beroe stara zagora;fk septemvri sofia;;;
2026-05-18;194804176;Gambia GFA League;Gambia;13:30;Schedule;False;0.15032679738562088;1.975;1.5, 2.0;1.825;1.5, 2.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Falcons FC;;0.0;0.0;2.25;0;0.0;0 - 0;2.625;BST Galaxy;;0.0;0.0;3.4;0;0.0;-0.25;0 - 0;0-0;1.75;0.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;;;
2026-05-18;193710543;Bulgaria First League;Bulgaria;13:30;Schedule;False;0.4765372374283896;1.8;2.0, 2.5;2.0;2.0, 2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Dobrudzha 1919 Dobrich;;0.0;0.0;1.571;0;0.0;0 - 0;3.6;Botev Vratsa;;0.0;0.0;6.25;0;0.0;-1.0;0 - 0;0-0;2.25;1.0;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;5242.0;36938.0;pfc dobrudzha dobrich;pofc botev vratsa;;;
2026-05-18;194650998;Egypt Division 1;Egypt;14:00;Schedule;False;0.16883116883116883;1.775;1.5, 2.0;2.025;1.5, 2.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Al Moqawloon Al Arab;;0.0;0.0;2.2;0;0.0;0 - 0;2.75;Wadi Degla;;0.0;0.0;3.5;0;0.0;-0.25;0 - 0;0-0;1.75;0.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;42365.0;43568.0;al mokawloon al arab;wadi degla sc;;;
2026-05-18;194532626;Israel Premier League;Israel;14:00;Schedule;False;0.14285714285714285;1.95;2.0, 2.5;1.85;2.0, 2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Hapoel Jerusalem FC;;0.0;0.0;2.1;0;0.0;0 - 0;3.2;Ironi Tiberias;;0.0;0.0;3.0;0;0.0;-0.25;0 - 0;0-0;2.25;1.0;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;86406.0;61702.0;hapoel jerusalem fc;ironi tiberias;;;
2026-05-18;194643256;Sweden 1.div Södra;Sweden;14:00;Schedule;False;0.21862348178137647;1.85;2.5;1.95;2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Ängelholms FF;;0.0;0.0;1.9;0;0.0;0 - 0;3.5;Kristianstad FC;;0.0;0.0;3.25;0;0.0;-0.5;0 - 0;0-0;2.5;1.0;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;1788.0;1830.0;angelholms ff;kristianstad fc;;;
2026-05-18;193267673;Poland Ekstraklasa;Poland;14:00;Schedule;False;0.3617847858999628;1.8;2.5, 3.0;2.0;2.5, 3.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Arka Gdynia;17.0;0.0;0.0;1.667;0;0.0;0 - 0;3.8;Termalica BB Nieciecza;18.0;0.0;0.0;4.2;0;0.0;-0.75;0 - 0;0-0;2.75;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;5064.0;36851.0;mks arka gdynia;bruk-bet termalica nieciecza;;;
2026-05-18;194643254;Sweden 1.div Södra;Sweden;14:00;Schedule;False;0.3617847858999628;1.9;2.5, 3.0;1.9;2.5, 3.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Ariana FC Malmo;;0.0;0.0;1.667;0;0.0;0 - 0;3.7;Tvååkers IF;;0.0;0.0;4.2;0;0.0;-0.75;0 - 0;0-0;2.75;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;870811.0;22356.0;ariana fc;tvaakers if;;;
2026-05-18;194651008;Egypt Division 1;Egypt;14:00;Schedule;False;-0.07482993197278909;1.8;1.5;2.0;1.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Ghazl El Mahallah;;0.0;0.0;3.0;0;0.0;0 - 0;2.6;Al Ittihad Al Sakandary;;0.0;0.0;2.45;0;0.0;0.0;0 - 0;0-0;1.5;0.5;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;58319.0;35187.0;ghazl el mahallah;al ittihad al sakandary;;;
2026-05-18;194532628;Israel Premier League;Israel;14:00;Schedule;False;0.09740259740259738;1.8;2.5;2.0;2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Hapoel Ironi Kiryat Shmona;;0.0;0.0;2.2;0;0.0;0 - 0;3.3;MS Ashdod;;0.0;0.0;2.8;0;0.0;-0.25;0 - 0;0-0;2.5;1.0;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;5399.0;5391.0;hapoel ironi kiryat shmona fc;ms ashdod;;;
2026-05-18;193320663;Sweden Allsvenskan;Sweden;14:00;Schedule;False;0.1111111111111111;1.8;2.5, 3.0;2.0;2.5, 3.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Djurgarden;1.0;0.0;0.0;2.25;0;0.0;0 - 0;3.5;Sirius;1.0;0.0;0.0;3.0;0;0.0;-0.25;0 - 0;0-0;2.75;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;1759.0;1793.0;djurgardens if;ik sirius;;;
